id,text,author
id06974,"In the larger manufacturing towns the same tragedy was acted on a smaller, yet more disastrous scale.",MWS
id24382,"Our appearance and age seemed to excite in most cases a ridicule which I keenly resented, but which my friend considered a lesser evil than solitude.",HPL
id12016,The speaker appeared to be expostulating.,EAP
id15012,"""I offered to pay her well for her trouble, and, after some demur, she consented to accompany me to the spot.",EAP
id12939,"Partly it was the police he feared; but sometimes his nervousness was deeper and more nebulous, touching on certain indescribable things into which he had injected a morbid life, and from which he had not seen that life depart.",HPL
id08203,"He then sought extreme freshness in his specimens, injecting his solutions into the blood immediately after the extinction of life.",HPL
id09399,"But before many questions were asked, it became manifest that something far deeper and older than negro fetichism was involved.",HPL
id24976,"In speaking of his intelligence, my wife, who at heart was not a little tinctured with superstition, made frequent allusion to the ancient popular notion, which regarded all black cats as witches in disguise.",EAP
id19630,"""He could not bear to come home,"" she said, ""only to see our children die.",MWS
id00231,"Above the slant roofs ahead and to the right there loomed the tall cupola of the Gilman House, but it was completely dark.",HPL
id06157,Thus it remained till that final hellish night; part of the walls of the secret laboratory.,HPL
id21083,I compared her placid epistles with the burning ones of Adrian.,MWS
id27634,In one of its panels a very singular figure riveted my whole attention.,EAP
id12397,"We returned to our college on a Sunday afternoon: the peasants were dancing, and every one we met appeared gay and happy.",MWS
id02643,By degrees I became reconciled to solitude but no one supplied her place in my affections.,MWS
id13731,Everybody trades mostly here or in Arkham or Ipswich.,HPL
id17953,"His dependants, even his equals, if in his present post he had any, were startled to find anger, derision, and bitterness in one, before distinguished for suavity and benevolence of manner.",MWS
id19652,Only a few moments were consumed in surveying the ruins just around the bend.,HPL
id13311,"But to a Genevan magistrate, whose mind was occupied by far other ideas than those of devotion and heroism, this elevation of mind had much the appearance of madness.",MWS
id14404,"I was surrounded by my female relations, but they were all of them nearly strangers to me: I did not listen to their consolations; and so little did they work their designed effect that they seemed to me to be spoken in an unknown tongue.",MWS
id01897,"In his latest affliction the fellow seemed to have forgotten his child, who was still missing as the night advanced.",HPL
id15549,Toward the last the house was condemned as an habitation by the building inspector.,HPL
id11138,It is impossible to conjecture the strange enchainment of events which restored the lifeless form of my friend to our hands.,MWS
id18197,"He raised her and smiled with such kindness and affection that I felt sensations of a peculiar and overpowering nature; they were a mixture of pain and pleasure, such as I had never before experienced, either from hunger or cold, warmth or food; and I withdrew from the window, unable to bear these emotions.",MWS
id20939,"Security gave dignity to her passion; the certainty of a full return, left her with no wish unfulfilled.",MWS
id20570,"I but too well understand the fascination you both labour under; since I had the same struggle with your father, to make him cast off the parent of this youth, who hid his evil propensities with the smoothness and subtlety of a viper.",MWS
id19537,And the symbol was like to one that learned men have discerned in those frightful parts of the Pnakotic Manuscripts which are too ancient to be read.,HPL
id26222,"The government, alarmed at such signs of wholesale regional decadence, sent several officers and medical experts to investigate; conducting a survey which New England newspaper readers may still recall.",HPL
id15460,"The moon was shining on the scattered brick fragments and marred facade, and the latch of the great door yielded readily to a touch from the outside.",HPL
id02968,"My own spirits were high, and I bounded along with feelings of unbridled joy and hilarity.",MWS
id13339,"They had organised the quest with care, keeping in touch by means of volunteer telephone stations, and when someone in the college district had reported hearing a scratching at a shuttered window, the net was quickly spread.",HPL
id25051,I will even own that an intolerable weight of anxiety was for a brief instant lifted from my bosom by the sudden and extraordinary interruption which ensued.,EAP
id00040,"Success, Gilman added, might lead to dangerous and unthinkable situations; for who could foretell the conditions pervading an adjacent but normally inaccessible dimension?",HPL
id07047,"Presently a breeze dissipated the cloud, and I descended upon the glacier.",MWS
id04423,"It was then that I became distinctly aware of a gentle footfall upon the carpet, and near the couch; and in a second thereafter, as Rowena was in the act of raising the wine to her lips, I saw, or may have dreamed that I saw, fall within the goblet, as if from some invisible spring in the atmosphere of the room, three or four large drops of a brilliant and ruby colored fluid.",EAP
id02790,"As it happened, I burned all these papers undelivered and unopened.",HPL
id04307,"When first I saw that I must go, I prepared my diving suit, helmet, and air regenerator for instant donning; and immediately commenced to write this hurried chronicle in the hope that it may some day reach the world.",HPL
id18927,"The better to fit me for this task, we must now separate.",MWS
id15260,"His speech was somewhat remarkable both because of its difference from the ordinary accents of the region, and because it displayed a freedom from infantile lisping of which many children of three or four might well be proud.",HPL
id03679,Surely I had no look of excessive prosperity.,HPL
id21493,"He had got to shore, and had walked a few paces towards the town, and then, vanquished by malady and approaching death, had fallen on the inhospitable beach.",MWS
id11088,"The inside of the cottage was dark, and I heard no motion; I cannot describe the agony of this suspense.",MWS
id15801,"It was my intention, now, to put my scheme in operation, and I resolved to make him feel the whole extent of the malice with which I was imbued.",EAP
id04647,In some degree also he was fitted to reconcile all parties.,MWS
id17174,"The Parisian police have done this thing often before.""",EAP
id23801,"He had been trying to fancy them causeless, but could not.",EAP
id11952,"As it was, I merely remarked that they spoke English, and I therefore addressed them in that language.",MWS
id19666,"The pretence of eating, always curiously like a formality with him, he virtually abandoned; and mental power alone appeared to keep him from total collapse.",HPL
id03032,"My nerves became thoroughly unstrung, and I fell a prey to perpetual horror.",EAP
id10782,"""Him syfe, massa, and spade.""",EAP
id08932,"That is the most dangerous gulph on which you perpetually totter; but you must reassure your steps, and take hope to guide you.",MWS
id23126,"Let them remember what London had been when he arrived: the panic that prevailed brought famine, while every moral and legal tie was loosened.",MWS
id22273,All he seeks from life is not to think.,HPL
id21258,"And the lynx which dwelleth forever in the tomb, came out therefrom, and lay down at the feet of the Demon, and looked at him steadily in the face.",EAP
id06604,"An ether, absolutely dense, would put an infinitely more effectual stop to the progress of a star than would an ether of adamant or of iron.",EAP
id20505,It was then that I began to study the mirror with mounting alarm.,HPL
id27466,"But these intervals of tranquility are only at the turn of the ebb and flood, and in calm weather, and last but a quarter of an hour, its violence gradually returning.",EAP
id14249,"Now for the first time I saw the full extent of my task, and I was overwhelmed by what I had brought on myself.",MWS
id15891,"I am your brother of light, and have floated with you in the effulgent valleys.",HPL
id25366,"No joy or sorrow dies barren of progeny, which for ever generated and generating, weaves the chain that make our life: Un dia llama a otro dia y ass i llama, y encadena llanto a llanto, y pena a pena.",MWS
id09470,"I would have delayed; I wished to recommend watchfulness to Perdita, but his presence restrained me.",MWS
id07990,You have burdened your memory with exploded systems and useless names.,MWS
id08107,"Since my future happiness was at issue, I resolved to act with a manly decision.",EAP
id00906,"The longer I looked, the more the thing fascinated me; and in this fascination there was a curiously disturbing element hardly to be classified or accounted for.",HPL
id20075,The fates were again propitious for a brief period; but again a trivial incident interfered.,EAP
id16427,"A strange multiplicity of sensations seized me, and I saw, felt, heard, and smelt at the same time; and it was, indeed, a long time before I learned to distinguish between the operations of my various senses.",MWS
id21948,CHAPTER XI It is a strange circumstance but it often occurs that blessings by their use turn to curses; and that I who in solitude had desired sympathy as the only relief I could enjoy should now find it an additional torture to me.,MWS
id19463,"My vices are the children of a forced solitude that I abhor, and my virtues will necessarily arise when I live in communion with an equal.",MWS
id14915,"Gilman listened as he nodded, his preternaturally sharpened hearing seeming to strain for some subtle, dreaded murmur beyond the noises in the ancient house.",HPL
id13773,"Behold now the melancholy train cross the flats of Thrace, and wind through the defiles, and over the mountains of Macedonia, coast the clear waves of the Peneus, cross the Larissean plain, pass the straits of Thermopylae, and ascending in succession Oeta and Parnassus, descend to the fertile plain of Athens.",MWS
id26440,He then took a cursory view of the present state of the science and explained many of its elementary terms.,MWS
id18862,"The result was, that he would make one more attempt to reclaim him, and in case of ill success, cast him off for ever.",MWS
id02510,"""You allude to Evadne Zaimi: but she is not in England.""",MWS
id17532,"All idea of resort for pleasure, of theatres and festivals had passed away.",MWS
id22973,"But, in all the experiments made with models at the Adelaide Gallery, it was found that the operation of these fans not only did not propel the machine, but actually impeded its flight.",EAP
id10254,"After a lapse of some months, spent at home in mere idleness, I found myself a student at Eton.",EAP
id16052,"What we call ""death,"" is but the painful metamorphosis.",EAP
id06318,Dream not to alter this.,MWS
id06756,"Natural philosophy is the genius that has regulated my fate; I desire, therefore, in this narration, to state those facts which led to my predilection for that science.",MWS
id00502,When they were complete once more I missed no opportunity for their trial.,HPL
id22856,Our army looked on her as certain prey.,MWS
id18170,"Once in a while, though, he could not help seeing how shallow, fickle, and meaningless all human aspirations are, and how emptily our real impulses contrast with those pompous ideals we profess to hold.",HPL
id18984,"I felt that I carried with me those I best loved; I was pleased, after a long separation to rejoin Adrian; never again to part.",MWS
id13113,I endeavoured therefore to sooth and soften her mind; and it was not until after many endeavours that I gave up the task as impracticable.,MWS
id21376,"The sultry air impregnated with dust, the heat and smoke of burning palaces, palsied my limbs.",MWS
id21795,Theosophists have guessed at the awesome grandeur of the cosmic cycle wherein our world and human race form transient incidents.,HPL
id12163,"They were very fond of the water, and swam a great deal in both river and harbour.",HPL
id12896,"It is hard to say just what he resembled, but his expression, his facial angle, and the length of his arms gave a thrill of repulsion to those who met him for the first time.",HPL
id24019,Is a native of Amsterdam.,EAP
id24590,"""I am glad you are come,"" he said to me, when we were at last alone; ""I can only spare a few minutes, and must tell you much in that time.",MWS
id01276,"The crone fumbled with the latch and pushed the door open, motioning to Gilman to wait and disappearing inside the black aperture.",HPL
id21844,"I walked up and down my room hastily and perturbed, while my imagination conjured up a thousand images to torment and sting me.",MWS
id10137,"Adrian left me, as I afterwards learnt, upon his daily task of visiting the hospitals, and inspecting the crowded parts of London.",MWS
id15912,"He despises me, I thought; but he shall learn that I despise him, and hold in equal contempt his punishments and his clemency.",MWS
id09361,"Yet it was with sweet tears; now there was a depth of affliction in their gentle appeal that rent my heart with sympathy; they seemed to desire peace for me; for himself a heart patient to suffer; a craving for sympathy, yet a perpetual self denial.",MWS
id21006,"There is no astronomical error more unaccountable than that which reconciles the known retardation of the comets with the idea of their passage through an ether: for, however rare this ether be supposed, it would put a stop to all sidereal revolution in a very far briefer period than has been admitted by those astronomers who have endeavored to slur over a point which they found it impossible to comprehend.",EAP
id10494,"Anxious to stop the matter at its source, I hastened to the basement to tell the landlady; and was assured by her that the trouble would quickly be set right.",HPL
id22661,"Friday morning Armitage, Rice, and Morgan set out by motor for Dunwich, arriving at the village about one in the afternoon.",HPL
id02183,"But this time he was not snatched away, and like a winged being settled gradually over a grassy hillside till finally his feet rested gently on the turf.",HPL
id22883,But in this idle village gossip the Terrible Old Man took no interest at all.,HPL
id00543,"But, as if possessed of magic powers, the monster had blinded me to his real intentions; and when I thought that I had prepared only my own death, I hastened that of a far dearer victim.",MWS
id21237,"I was dreadfully weary, but, scarcely understanding what had occasioned the change in my thoughts, I felt no longer any great aversion from the labor imposed.",EAP
id09864,"The downpour waxed in heaviness, and distant peals of thunder sounded from far horizons.",HPL
id26171,"Canals, aqueducts, bridges, stately buildings, and various edifices for public utility, were entered upon; he was continually surrounded by projectors and projects, which were to render England one scene of fertility and magnificence; the state of poverty was to be abolished; men were to be transported from place to place almost with the same facility as the Princes Houssain, Ali, and Ahmed, in the Arabian Nights.",MWS
id08115,I saw no means by which it would be possible to trace the murderer.,EAP
id18417,"Though it pleased me, I would have relished it better if there had been footprints in the snow, and people in the streets, and a few windows without drawn curtains.",HPL
id27910,I had unchained an enemy among them whose joy it was to shed their blood and to revel in their groans.,MWS
id16918,"Yet, still, words like those I have recorded would burst uncontrollably from me.",MWS
id10236,"The overflowing warmth of her heart, by making love a plant of deep root and stately growth, had attuned her whole soul to the reception of happiness, when she found in Raymond all that could adorn love and satisfy her imagination.",MWS
id22481,It was long before I could reason myself into sufficient courage to sit up and look out into the distance.,EAP
id19022,"I writhed under his words, yet dared not exhibit the pain I felt.",MWS
id16809,"Excellent and gentle as he is even in the downfall of his reason, I do not worship him as you do, but I would give all my hopes of a crown and my right hand to boot, to see him restored to himself.""",MWS
id13162,"Behold, my cheek is flushed with pleasure at the imagination of death; all that we love are dead.",MWS
id05384,"Policemen ploughed a way through the crowd, questioning everyone closely both about the incident and about the dead figure on the floor.",HPL
id14817,"They talked of the events of the day; the skirmish at noon; the diminished numbers of the Infidels; their defeat and flight: they contemplated, after a short interval of time, the capture of the Golden City.",MWS
id04190,"He seemed to sense a certain friendliness in me; born no doubt of the interest I could not conceal, and the gentle manner in which I questioned him.",HPL
id23557,"Now, however, we were troubled by what seemed to be frequent fumblings in the night, not only around the doors but around the windows also, upper as well as lower.",HPL
id01223,"You will find near this place, if you follow not too tardily, a dead hare; eat and be refreshed.",MWS
id07529,"Very often he stumbled, for his eyes and ears were chained to an extremely lofty point in the blank blue sky.",HPL
id13517,"I can, even now, remember the hour from which I dedicated myself to this great enterprise.",MWS
id13741,"He was obstinate, but not firm; benevolent in his first movements; harsh and reckless when provoked.",MWS
id03305,Do I not look forward to a miserable future?,MWS
id25193,"I will watch with the wiliness of a snake, that I may sting with its venom.",MWS
id20032,Midwinter evenings seemed least dreadful to him.,HPL
id22179,She found it however no easy task to soften and reconcile Raymond.,MWS
id15359,"If, on the other hand, any circumstances should cause undue levity, and consequent ascent, this levity is immediately counteracted by the additional weight of rope upraised from the earth.",EAP
id17293,And then my vision fell upon the seven tall candles upon the table.,EAP
id13056,"But I was wild with the excitement of an immoderate dose of opium, and heeded these things but little, nor spoke of them to Rowena.",EAP
id25681,"For some reason or other I chose to make my first inquiries at the chain grocery, whose personnel was not likely to be native to Innsmouth.",HPL
id21263,"According to Adrian's account, I had expected to find her sad; but, on the contrary, she appeared in the highest spirits: true, she had grown thin, her eyes were somewhat hollow, and her cheeks sunk, though tinged by a bright glow.",MWS
id02323,"The odd pull toward that spot in the sky between Hydra and Argo had abated, but another of even greater strength had taken its place.",HPL
id14416,The profusion was absolutely barbaric.,EAP
id20650,"Over miles of hill and field and alley they came, but he recognised them none the less.",HPL
id16663,"The breeze that played in my hair revived me, and I watched with quiet eyes the sunbeams that glittered on the waves, and the birds that coursed each other over the waters just brushing them with their plumes.",MWS
id24780,"With a smile she agreed to leave her country, from which she had never before been absent, and the spot she had inhabited from infancy; the forest and its mighty trees, the woodland paths and green recesses, where she had played in childhood, and had lived so happily through youth; she would leave them without regret, for she hoped to purchase thus the lives of her children.",MWS
id17348,"I felt emotions of gentleness and pleasure, that had long appeared dead, revive within me.",MWS
id04847,"Thus his own sorrows, or the shapes copied from nature that dwelt in his mind with beauty greater than their own, occupied our talk while I railed in my own griefs with cautious secresy.",MWS
id27880,One of the things they had against old Captain Marsh was that he was supposed to land on it sometimes at night when the tide was right.,HPL
id21160,"For a time hunger and sleep contended, till the constellations reeled before my eyes and then were lost.",MWS
id02425,At that age I became acquainted with the celebrated poets of our own country; but it was only when it had ceased to be in my power to derive its most important benefits from such a conviction that I perceived the necessity of becoming acquainted with more languages than that of my native country.,MWS
id14067,He prided himself on his connoisseurship in wine.,EAP
id11511,"The rivers were covered with ice, and no fish could be procured; and thus I was cut off from my chief article of maintenance.",MWS
id22563,I was indeed fellow to none.,MWS
id27838,But to return to my narrative.,MWS
id23184,"So, as I knew he would feel some curiosity in regard to the identity of the person who had outwitted him, I thought it a pity not to give him a clue.",EAP
id12417,"As he hung over the coffin, his face was concealed by long locks of ragged hair; but one vast hand was extended, in colour and apparent texture like that of a mummy.",MWS
id25504,"The body on the table had risen with a blind and terrible groping, and we had heard a sound.",HPL
id00360,"These were not all assembled in London, but each day witnessed the arrival of fresh numbers, and those who resided in the neighbouring towns, had received orders to assemble at one place, on the twentieth of November.",MWS
id05913,"What language can describe the spectacle of a man lost in infinitely abysmal earth; pawing, twisting, wheezing; scrambling madly through sunken convolutions of immemorial blackness without an idea of time, safety, direction, or definite object?",HPL
id00089,"The art is of the most phenomenal perfection, largely Hellenic in idea, yet strangely individual.",HPL
id03511,"In the meantime, Monsieur Maillard and myself, with some bottles of Sauterne and Vougeot between us, continued our conversation at the top of the voice.",EAP
id00449,I did not love; but I was devoured by a restless wish to be something to others.,MWS
id14504,And everywhere horror brooded.,HPL
id04662,"We passed on eastwards, engaged in such solemn talk as the times inspired.",MWS
id15139,"Yet, even among these, the present, as an unalienable possession, became all of time to which they dared commit the precious freight of their hopes.",MWS
id07233,My tale was not one to announce publicly; its astounding horror would be looked upon as madness by the vulgar.,MWS
id07591,"Bribery, threats, and intrigue, soon discovered the secret that Raymond was alive, a prisoner, suffering the most rigorous confinement and wanton cruelties.",MWS
id25815,"There were few who could boast of so pure a heart, and so much real humbleness of soul joined to a firm reliance on her own integrity and a belief in that of others.",MWS
id10925,"But in giving an account of the progress of my intellect, I must not omit a circumstance which occurred in the beginning of the month of August of the same year.",MWS
id24875,"She was like one of Guido's saints, with heaven in her heart and in her look, so that when you saw her you only thought of that within, and costume and even feature were secondary to the mind that beamed in her countenance.",MWS
id03456,"What, if the more potent of these fraternal deities should obtain dominion over it?",MWS
id07559,"He was not sure he had his little telescope with him, and put his hand in his blouse pocket to see.",HPL
id10513,"He would sometimes mutter an unfamiliar jargon, and chant in bizarre rhythms which chilled the listener with a sense of unexplainable terror.",HPL
id07094,"No one suspected, indeed, or had reason to suspect, that she was not actually dead.",EAP
id04111,"Thus the absence of Adrian, concerted for the purpose of separating, united them in firmer bonds than ever.",MWS
id23706,"Nor can I desire better, than, having been the chosen and beloved of his heart, here, in youth's prime, before added years can tarnish the best feelings of my nature, to watch his tomb, and speedily rejoin him in his blessed repose.",MWS
id07661,When I look around me I feel ashamed of my former apprehensions.,EAP
id27176,"My worst thoughts, then, were confirmed.",EAP
id18020,"For my own part, my exertions for the public good permitted me to observe more closely than most others, the virulence and extensive ravages of our sightless enemy.",MWS
id00910,Evidently the bulk of my assailants had entered the southerly room and were massing in a lateral attack.,HPL
id12102,"The personage robbed is more thoroughly convinced, every day, of the necessity of reclaiming her letter.",EAP
id10698,"It was upon one of the longest of all my excursions of discovery in the deserted portion of the castle, less than a week before that fatal hour which I felt must mark the utmost limit of my stay on earth, beyond which I could have not even the slightest hope of continuing to draw breath, that I came upon the culminating event of my whole life.",HPL
id15530,Their icy and glittering peaks shone in the sunlight over the clouds.,MWS
id10740,"A second Frenchman differs, moreover, with the first, and is positive that the voice was that of an Italian; but, not being cognizant of that tongue, is, like the Spaniard, 'convinced by the intonation.'",EAP
id24917,My dearest hopes appear to be near their fulfilment.,MWS
id07985,"He appeared about fifty years of age, but with an aspect expressive of the greatest benevolence; a few grey hairs covered his temples, but those at the back of his head were nearly black.",MWS
id15897,"It was in the blue room where stood the prince, with a group of pale courtiers by his side.",EAP
id15529,"The design was new and elegant, but faulty; so faulty, that although drawn with the hand and eye of taste, it was evidently the work of one who was not an architect.",MWS
id25557,My father is blinded by some malignant vision which I must remove.,MWS
id18605,I pitied Frankenstein; my pity amounted to horror; I abhorred myself.,MWS
id10042,"You decorated our towns with edifices, you bestowed on us useful establishments, you gifted the soil with abundant fertility.",MWS
id13095,"It was the end, for whatever remains to me of life on the surface of this earth, of every vestige of mental peace and confidence in the integrity of Nature and of the human mind.",HPL
id23651,Up through the dark emptiness of the house I followed the bobbing candle in the hand of this shaking parody on man.,HPL
id05155,"Soft shades encompassed us, and rocks tinged with beauteous hues.",MWS
id17668,"There are, indeed, two or three epithets which might be considered as applicable to it in part; I might say, for example, that the sound was harsh, and broken and hollow; but the hideous whole is indescribable, for the simple reason that no similar sounds have ever jarred upon the ear of humanity.",EAP
id07650,In the spring after this event Old Whateley noticed the growing number of whippoorwills that would come out of Cold Spring Glen to chirp under his window at night.,HPL
id21211,"He argued that the fever alone was responsible for his nightly phantasies, and that when the touch abated he would be free from the monstrous visions.",HPL
id11030,"Destroy the idea of the atomic constitution and we should no longer be able to regard the ether as an entity, or at least as matter.",EAP
id00943,"There came to that room wild streams of violet midnight glittering with dust of gold; vortices of dust and fire, swirling out of the ultimate spaces and heavy with perfumes from beyond the worlds.",HPL
id19156,I was innocent; that could easily be proved; accordingly I followed my conductor in silence and was led to one of the best houses in the town.,MWS
id22886,I was nourished with high thoughts of honour and devotion.,MWS
id27547,"In an assembly of phantasms such as I have painted, it may well be supposed that no ordinary appearance could have excited such sensation.",EAP
id05452,"The vocalists were chiefly ladies, and no individual sang less than well.",EAP
id22492,"Then I felt the icy blast from the east window where the moon had risen, and began to hear the shrieks in the castle far below me.",HPL
id15552,"Never before had the screams of nightmare been such a public problem; now the wise men almost wished they could forbid sleep in the small hours, that the shrieks of cities might less horribly disturb the pale, pitying moon as it glimmered on green waters gliding under bridges, and old steeples crumbling against a sickly sky.",HPL
id04471,"When actuated by selfish and vicious motives, I asked you to undertake my unfinished work, and I renew this request now, when I am only induced by reason and virtue.",MWS
id09231,After that we sank the lifeboats with our guns and submerged.,HPL
id24967,"He went about the house as usual, but, as might be expected, fled in extreme terror at my approach.",EAP
id05865,I was very ill when I arrived and quite incapable of taking off my wet clothes that clung about me.,MWS
id19877,"How could I say to this generous being, ""Maintain me in idleness.",MWS
id00395,My letter was calm and affectionate.,MWS
id08896,But another and younger lady resumed the theme.,EAP
id26606,"In the midst of such wretchedness as must soon have destroyed her, one thought only was matter of consolation.",MWS
id27970,"It would have been well if he had concealed his sentiments, until he had come into possession of the power which would secure their practical development.",MWS
id13834,"""That, Clara,"" I said, ""is the gate, that the street which yestermorn your father rode up.""",MWS
id19513,We arrived in London at about eleven at night.,MWS
id22180,"Even at that time I shuddered at the picture he drew of his passions: he had the imagination of a poet, and when he described the whirlwind that then tore his feelings he gave his words the impress of life so vividly that I believed while I trembled.",MWS
id27595,"I will converse with Idris; then all that a friend can do, I will do; to her it must belong to play the lover's part, if she be capable of it.""",MWS
id08267,"The materials at present within my command hardly appeared adequate to so arduous an undertaking, but I doubted not that I should ultimately succeed.",MWS
id18842,"In the course of time callers professed to hear sounds in the sealed upper story even when all the family were downstairs, and they wondered how swiftly or how lingeringly a cow or bullock was usually sacrificed.",HPL
id17534,"There fish can be got at all hours, without much risk, and therefore these places are preferred.",EAP
id17707,"She wanted, she said, to give us a specimen of her new accomplishment; for since she had been in London, she had applied herself to music, and sang, without much power, but with a great deal of sweetness.",MWS
id27834,"I find it sweet to watch the progressive decay of my strength, and to repeat to myself, another day and yet another, but again I shall not see the red leaves of autumn; before that time I shall be with my father.",MWS
id11377,"Upon opening my eyes my first sensation was an overmastering desire to visit the rock temple; a desire which grew every instant, yet which I automatically sought to resist through some emotion of fear which operated in the reverse direction.",HPL
id07445,"It was growing late, and it behooved us to make exertion, that we might get every thing housed before daylight.",EAP
id09468,"Realising he was about to hang himself, I started forward to dissuade or save him.",HPL
id02489,"He half feared to displease him; but he trusted that his generous kindness would be administered so delicately, as not to excite repulse.",MWS
id10445,Was reputed to have money put by.,EAP
id23101,The immense flaming ocean writhes and is tortured uncomplainingly.,EAP
id18072,"His task proved a vent for his emotion, and he toiled more steadily each day, shunning the gaieties he once had relished.",HPL
id21085,In truth I am in love with death; no maiden ever took more pleasure in the contemplation of her bridal attire than I in fancying my limbs already enwrapt in their shroud: is it not my marriage dress?,MWS
id23136,"A murmur arose, the city was the prey of pestilence; already had a mighty power subjugated the inhabitants; Death had become lord of Constantinople.",MWS
id17745,"Sickly and few, the country people neither went out to sow nor reap; but sauntered about the meadows, or lay under the hedges, when the inclement sky did not drive them to take shelter under the nearest roof.",MWS
id27391,But it were absurd to pause in the detail of my extravagance.,EAP
id17240,"I staggered back in the dark, without the means of striking a light, crashing against the table, overturning a chair, and finally groping my way to the place where the blackness screamed with shocking music.",HPL
id11708,"My breath nearly ceased to come, and I put every ounce of will power into the task of holding my eyelids down.",HPL
id08712,"One thing in my favour was the deserted and ruinous state of the abutting buildings, and the number of skylights gaping blackly open in each row.",HPL
id23809,"After having landed, they proceeded to search the country, parties going in different directions among the woods and vines.",MWS
id15625,"As evening came on, he reverted to the past.",MWS
id23200,"His forehead, although little wrinkled, seems to bear upon it the stamp of a myriad of years.",EAP
id04369,"Within these walls, and amongst the dark and shadowy forests, the wild ravines and grottoes of the hillside below, were spent the first years of my troubled life.",HPL
id05051,Raymond had recovered from the gaunt and pallid looks of fever.,MWS
id07815,"I had seen maps of the town, and knew where to find the home of my people.",HPL
id01685,"I thought of the rain and of a leaky roof, but rain is not red.",HPL
id25659,"The spirits of the departed seemed to flit around and to cast a shadow, which was felt but not seen, around the head of the mourner.",MWS
id08590,"Yet even thus I loved them to adoration; and to save them, I resolved to dedicate myself to my most abhorred task.",MWS
id21959,There was nothing that I could see.,HPL
id12581,In two months Elinor would be twenty one: every thing was prepared for their union.,MWS
id05240,"His breathing became immediately more easy, and he seemed to suffer no physical uneasiness.",EAP
id17546,We cannot be far from the American coast.,EAP
id16043,"The plague had not been kind to him, yet had left him this small furry thing to mitigate his sorrow; and when one is very young, one can find great relief in the lively antics of a black kitten.",HPL
id12811,"They must, then, have the power of fastening themselves.",EAP
id11468,"For the first time, also, I felt what the duties of a creator towards his creature were, and that I ought to render him happy before I complained of his wickedness.",MWS
id04045,"A change indeed had taken place in me; my health, which had hitherto declined, was now much restored; and my spirits, when unchecked by the memory of my unhappy promise, rose proportionably.",MWS
id02671,"The snows descended on my head, and I saw the print of his huge step on the white plain.",MWS
id19889,"As I have said, my grandmother and uncle Douglas had always disturbed me.",HPL
id13583,"Years flew, while I experienced no relief.",EAP
id11070,"With certain minds, under certain conditions, it becomes absolutely irresistible.",EAP
id13087,More and more I inclined to the belief that in the pitiful personality who cringed before me lay the disordered nucleus of something beyond my comprehension; something infinitely beyond the comprehension of my more experienced but less imaginative medical and scientific colleagues.,HPL
id21670,"Secondly, Whether he ought to exchange his employment of plucking blackberries, and nursing wounded partridges in the forest, for the command of a nation?",MWS
id02925,"This much he baldly told, yet without a hint of what came after.",HPL
id27528,"I had seen it clearly from my hotel window, and knew about how it lay.",HPL
id05609,"That there he was no peasant or degenerate, but a creature of importance and vivid life; moving proudly and dominantly, and checked only by a certain deadly enemy, who seemed to be a being of visible yet ethereal structure, and who did not appear to be of human shape, since Slater never referred to it as a man, or as aught save a thing.",HPL
id27242,"The first thing that struck you on beholding that charming countenance was its perfect goodness and frankness; candour sat upon her brow, simplicity in her eyes, heavenly benignity in her smile.",MWS
id03464,Whose could that familiar voice be?,MWS
id13345,But I was unable to excite in any breast the same craving appetite for knowledge that existed in mine.,MWS
id05896,"How, on my knees I have fancied myself close to my father's grave and struck the ground in anger that it should cover him from me.",MWS
id19986,"Why should the breeze gently stir the trees, man felt not its refreshment?",MWS
id12287,"I tried, therefore, to dress my food in the same manner, placing it on the live embers.",MWS
id15937,Beautiful beyond words was the marble sepulchre which stricken Musides carved for his beloved friend.,HPL
id19288,For a purpose such as this the cellar was well adapted.,EAP
id16304,"But Caroline Beaufort possessed a mind of an uncommon mould, and her courage rose to support her in her adversity.",MWS
id00126,"Where once had been only strength and honour, taste and learning now abode as well.",HPL
id11734,"Between two and three in the morning the moon rose; and I then, putting my basket aboard a little skiff, sailed out about four miles from the shore.",MWS
id20670,"As the road wound down the seaward slope I listened for the merry sounds of a village at evening, but did not hear them.",HPL
id02266,All around me was changed from a dull uniformity to the brightest scene of joy and delight.,MWS
id06651,"So high were they that one within might sometimes fancy himself beneath only the sky; yet when lighted with torches dipt in the oil of Dothur their walls shewed vast paintings of kings and armies, of a splendour at once inspiring and stupefying to the beholder.",HPL
id12969,"""It is as sure,"" he was wont to say, when any doubt was entertained of his veracity, ""as sure as there is a sea where the ship itself will grow in bulk like the living body of the seaman.""",EAP
id15664,In the autumn it would be in the northwest.,HPL
id09699,"I returned home not disappointed, for I have said that I had long considered those authors useless whom the professor reprobated; but I returned not at all the more inclined to recur to these studies in any shape.",MWS
id22961,"Tell me what you can make of it.""",EAP
id23971,"I was irresolutely speculating on when I had better attack the northward door, and on how I could least audibly manage it, when I noticed that the vague noises underfoot had given place to a fresh and heavier creaking of the stairs.",HPL
id15673,"Its position was a kind of crouch, and as one looked one felt that at any moment it might drop its present prey and seek a juicier morsel.",HPL
id18681,"For the sympathy that I desired must be so pure, so divested of influence from outward circumstances that in the world I could not fail of being balked by the gross materials that perpetually mingle even with its best feelings.",MWS
