text,author
All was dark yet splendid --as that ebony to which has been likened the style of Tertullian.,EAP
"The wild effects of the light enchained me to an examination of individual faces; and although the rapidity with which the world of light flitted before the window, prevented me from casting more than a glance upon each visage, still it seemed that, in my then peculiar mental state, I could frequently read, even in that brief interval of a glance, the history of long years.",EAP
"With my brow to the glass, I was thus occupied in scrutinizing the mob, when suddenly there came into view a countenance (that of a decrepid old man, some sixty-five or seventy years of age,) --a countenance which at once arrested and absorbed my whole attention, on account of the absolute idiosyncrasy of its expression.",EAP
Any thing even remotely resembling that expression I had never seen before.,EAP
"I well remember that my first thought, upon beholding it, was that Retzch, had he viewed it, would have greatly preferred it to his own pictural incarnations of the fiend.",EAP
"As I endeavored, during the brief minute of my original survey, to form some analysis of the meaning conveyed, there arose confusedly and paradoxically within my mind, the ideas of vast mental power, of caution, of penuriousness, of avarice, of coolness, of malice, of blood-thirstiness, of triumph, of merriment, of excessive terror, of intense --of supreme despair.",EAP
"I felt singularly aroused, startled, fascinated.",EAP
"""How wild a history,"" I said to myself, ""is written within that bosom!""",EAP
Then came a craving desire to keep the man in view --to know more of him.,EAP
"Hurriedly putting on an overcoat, and seizing my hat and cane, I made my way into the street, and pushed through the crowd in the direction which I had seen him take; for he had already disappeared.",EAP
"With some little difficulty I at length came within sight of him, approached, and followed him closely, yet cautiously, so as not to attract his attention.",EAP
I had now a good opportunity of examining his person.,EAP
"He was short in stature, very thin, and apparently very feeble.",EAP
"His clothes, generally, were filthy and ragged; but as he came, now and then, within the strong glare of a lamp, I perceived that his linen, although dirty, was of beautiful texture; and my vision deceived me, or, through a rent in a closely-buttoned and evidently second-handed roquelaire which enveloped him, I caught a glimpse both of a diamond and of a dagger.",EAP
"These observations heightened my curiosity, and I resolved to follow the stranger whithersoever he should go.",EAP
"It was now fully night-fall, and a thick humid fog hung over the city, soon ending in a settled and heavy rain.",EAP
"This change of weather had an odd effect upon the crowd, the whole of which was at once put into new commotion, and overshadowed by a world of umbrellas.",EAP
"The waver, the jostle, and the hum increased in a tenfold degree.",EAP
For my own part I did not much regard the rain --the lurking of an old fever in my system rendering the moisture somewhat too dangerously pleasant.,EAP
"Tying a handkerchief about my mouth, I kept on.",EAP
For half an hour the old man held his way with difficulty along the great thoroughfare; and I here walked close at his elbow through fear of losing sight of him.,EAP
"Never once turning his head to look back, he did not observe me.",EAP
"By and bye he passed into a cross street, which, although densely filled with people, was not quite so much thronged as the main one he had quitted.",EAP
Here a change in his demeanor became evident.,EAP
He walked more slowly and with less object than before --more hesitatingly.,EAP
"He crossed and re-crossed the way repeatedly without apparent aim; and the press was still so thick that, at every such movement, I was obliged to follow him closely.",EAP
"The street was a narrow and long one, and his course lay within it for nearly an hour, during which the passengers had gradually diminished to about that number which is ordinarily seen at noon in Broadway near the Park --so vast a difference is there between a London populace and that of the most frequented American city.",EAP
"A second turn brought us into a square, brilliantly lighted, and overflowing with life.",EAP
The old manner of the stranger re-appeared.,EAP
"His chin fell upon his breast, while his eyes rolled wildly from under his knit brows, in every direction, upon those who hemmed him in.",EAP
He urged his way steadily and perseveringly.,EAP
"I was surprised, however, to find, upon his having made the circuit of the square, that he turned and retraced his steps.",EAP
Still more was I astonished to see him repeat the same walk several times --once nearly detecting me as he came round with a sudden movement.,EAP
"In this exercise he spent another hour, at the end of which we met with far less interruption from passengers than at first.",EAP
The rain fell fast; the air grew cool; and the people were retiring to their homes.,EAP
"With a gesture of impatience, the wanderer passed into a bye-street comparatively deserted.",EAP
"Down this, some quarter of a mile long, he rushed with an activity I could not have dreamed of seeing in one so aged, and which put me to much trouble in pursuit.",EAP
"A few minutes brought us to a large and busy bazaar, with the localities of which the stranger appeared well acquainted, and where his original demeanor again became apparent, as he forced his way to and fro, without aim, among the host of buyers and sellers.",EAP
"During the hour and a half, or thereabouts, which we passed in this place, it required much caution on my part to keep him within reach without attracting his observation.",EAP
"Luckily I wore a pair of caoutchouc over-shoes, and could move about in perfect silence.",EAP
At no moment did he see that I watched him.,EAP
"He entered shop after shop, priced nothing, spoke no word, and looked at all objects with a wild and vacant stare.",EAP
"I was now utterly amazed at his behaviour, and firmly resolved that we should not part until I had satisfied myself in some measure respecting him.",EAP
"A loud-toned clock struck eleven, and the company were fast deserting the bazaar.",EAP
"A shop-keeper, in putting up a shutter, jostled the old man, and at the instant I saw a strong shudder come over his frame.",EAP
"He hurried into the street, looked anxiously around him for an instant, and then ran with incredible swiftness through many crooked and people-less lanes, until we emerged once more upon the great thoroughfare whence we had started -- the street of the D__ Hotel.",EAP
"It no longer wore, however, the same aspect.",EAP
"It was still brilliant with gas; but the rain fell fiercely, and there were few persons to be seen.",EAP
The stranger grew pale.,EAP
"He walked moodily some paces up the once populous avenue, then, with a heavy sigh, turned in the direction of the river, and, plunging through a great variety of devious ways, came out, at length, in view of one of the principal theatres.",EAP
"It was about being closed, and the audience were thronging from the doors.",EAP
"I saw the old man gasp as if for breath while he threw himself amid the crowd; but I thought that the intense agony of his countenance had, in some measure, abated.",EAP
His head again fell upon his breast; he appeared as I had seen him at first.,EAP
"I observed that he now took the course in which had gone the greater number of the audience --but, upon the whole, I was at a loss to comprehend the waywardness of his actions.",EAP
"As he proceeded, the company grew more scattered, and his old uneasiness and vacillation were resumed.",EAP
"For some time he followed closely a party of some ten or twelve roisterers; but from this number one by one dropped off, until three only remained together, in a narrow and gloomy lane little frequented.",EAP
"The stranger paused, and, for a moment, seemed lost in thought; then, with every mark of agitation, pursued rapidly a route which brought us to the verge of the city, amid regions very different from those we had hitherto traversed.",EAP
"It was the most noisome quarter of London, where every thing wore the worst impress of the most deplorable poverty, and of the most desperate crime.",EAP
"By the dim light of an accidental lamp, tall, antique, worm-eaten, wooden tenements were seen tottering to their fall, in directions so many and capricious that scarce the semblance of a passage was discernible between them.",EAP
"The paving-stones lay at random, displaced from their beds by the rankly-growing grass.",EAP
Horrible filth festered in the dammed-up gutters.,EAP
The whole atmosphere teemed with desolation.,EAP
"Yet, as we proceeded, the sounds of human life revived by sure degrees, and at length large bands of the most abandoned of a London populace were seen reeling to and fro.",EAP
"The spirits of the old man again flickered up, as a lamp which is near its death-hour.",EAP
Once more he strode onward with elastic tread.,EAP
"Suddenly a corner was turned, a blaze of light burst upon our sight, and we stood before one of the huge suburban temples of Intemperance --one of the palaces of the fiend, Gin.",EAP
It was now nearly day-break; but a number of wretched inebriates still pressed in and out of the flaunting entrance.,EAP
"With a half shriek of joy the old man forced a passage within, resumed at once his original bearing, and stalked backward and forward, without apparent object, among the throng.",EAP
"He had not been thus long occupied, however, before a rush to the doors gave token that the host was closing them for the night.",EAP
It was something even more intense than despair that I then observed upon the countenance of the singular being whom I had watched so pertinaciously.,EAP
"Yet he did not hesitate in his career, but, with a mad energy, retraced his steps at once, to the heart of the mighty London.",EAP
"Long and swiftly he fled, while I followed him in the wildest amazement, resolute not to abandon a scrutiny in which I now felt an interest all-absorbing.",EAP
"The sun arose while we proceeded, and, when we had once again reached that most thronged mart of the populous town, the street of the D__ Hotel, it presented an appearance of human bustle and activity scarcely inferior to what I had seen on the evening before.",EAP
"And here, long, amid the momently increasing confusion, did I persist in my pursuit of the stranger.",EAP
"But, as usual, he walked to and fro, and during the day did not pass from out the turmoil of that street.",EAP
"And, as the shades of the second evening came on, I grew wearied unto death, and, stopping fully in front of the wanderer, gazed at him steadfastly in the face.",EAP
"He noticed me not, but resumed his solemn walk, while I, ceasing to follow, remained absorbed in contemplation.",EAP
"""This old man,"" I said at length, ""is the type and the genius of deep crime.",EAP
He refuses to be alone.,EAP
He is the man of the crowd.,EAP
"It will be in vain to follow; for I shall learn no more of him, nor of his deeds.",EAP
"The worst heart of the world is a grosser book than the 'Hortulus Anim�,' * and perhaps it is but one of the great mercies of God that 'er lasst sich nicht lesen.'",EAP
"FOR the most wild, yet most homely narrative which I am about to pen, I neither expect nor solicit belief.",EAP
"Mad indeed would I be to expect it, in a case where my very senses reject their own evidence.",EAP
"Yet, mad am I not -- and very surely do I not dream.",EAP
"But to-morrow I die, and to-day I would unburthen my soul.",EAP
"My immediate purpose is to place before the world, plainly, succinctly, and without comment, a series of mere household events.",EAP
"In their consequences, these events have terrified -- have tortured -- have destroyed me.",EAP
Yet I will not attempt to expound them.,EAP
"To me, they have presented little but Horror -- to many they will seem less terrible than barroques.",EAP
"Hereafter, perhaps, some intellect may be found which will reduce my phantasm to the common-place -- some intellect more calm, more logical, and far less excitable than my own, which will perceive, in the circumstances I detail with awe, nothing more than an ordinary succession of very natural causes and effects.",EAP
From my infancy I was noted for the docility and humanity of my disposition.,EAP
My tenderness of heart was even so conspicuous as to make me the jest of my companions.,EAP
"I was especially fond of animals, and was indulged by my parents with a great variety of pets.",EAP
"With these I spent most of my time, and never was so happy as when feeding and caressing them.",EAP
"This peculiarity of character grew with my growth, and, in my manhood, I derived from it one of my principal sources of pleasure.",EAP
"To those who have cherished an affection for a faithful and sagacious dog, I need hardly be at the trouble of explaining the nature or the intensity of the gratification thus derivable.",EAP
"There is something in the unselfish and self-sacrificing love of a brute, which goes directly to the heart of him who has had frequent occasion to test the paltry friendship and gossamer fidelity of mere Man.",EAP
"I married early, and was happy to find in my wife a disposition not uncongenial with my own.",EAP
"Observing my partiality for domestic pets, she lost no opportunity of procuring those of the most agreeable kind.",EAP
"We had birds, gold-fish, a fine dog, rabbits, a small monkey, and a cat.",EAP
"This latter was a remarkably large and beautiful animal, entirely black, and sagacious to an astonishing degree.",EAP
"In speaking of his intelligence, my wife, who at heart was not a little tinctured with superstition, made frequent allusion to the ancient popular notion, which regarded all black cats as witches in disguise.",EAP
"Not that she was ever serious upon this point -- and I mention the matter at all for no better reason than that it happens, just now, to be remembered.",EAP
Pluto -- this was the cat's name -- was my favorite pet and playmate.,EAP
"I alone fed him, and he attended me wherever I went about the house.",EAP
It was even with difficulty that I could prevent him from following me through the streets.,EAP
"Our friendship lasted, in this manner, for several years, during which my general temperament and character -- through the instrumentality of the Fiend Intemperance -- had (I blush to confess it) experienced a radical alteration for the worse.",EAP
"I grew, day by day, more moody, more irritable, more regardless of the feelings of others.",EAP
I suffered myself to use intemperate language to my wife.,EAP
"At length, I even offered her personal violence.",EAP
"My pets, of course, were made to feel the change in my disposition.",EAP
"I not only neglected, but ill-used them.",EAP
"For Pluto, however, I still retained sufficient regard to restrain me from maltreating him, as I made no scruple of maltreating the rabbits, the monkey, or even the dog, when by accident, or through affection, they came in my way.",EAP
But my disease grew upon me -- for what disease is like Alcohol !,EAP
"-- and at length even Pluto, who was now becoming old, and consequently somewhat peevish -- even Pluto began to experience the effects of my ill temper.",EAP
"One night, returning home, much intoxicated, from one of my haunts about town, I fancied that the cat avoided my presence.",EAP
"I seized him; when, in his fright at my violence, he inflicted a slight wound upon my hand with his teeth.",EAP
The fury of a demon instantly possessed me.,EAP
I knew myself no longer.,EAP
"My original soul seemed, at once, to take its flight from my body; and a more than fiendish malevolence, gin-nurtured, thrilled every fibre of my frame.",EAP
"I took from my waistcoat-pocket a pen-knife, opened it, grasped the poor beast by the throat, and deliberately cut one of its eyes from the socket !",EAP
"I blush, I burn, I shudder, while I pen the damnable atrocity.",EAP
"When reason returned with the morning -- when I had slept off the fumes of the night's debauch -- I experienced a sentiment half of horror, half of remorse, for the crime of which I had been guilty; but it was, at best, a feeble and equivocal feeling, and the soul remained untouched.",EAP
"I again plunged into excess, and soon drowned in wine all memory of the deed.",EAP
In the meantime the cat slowly recovered.,EAP
"The socket of the lost eye presented, it is true, a frightful appearance, but he no longer appeared to suffer any pain.",EAP
"He went about the house as usual, but, as might be expected, fled in extreme terror at my approach.",EAP
"I had so much of my old heart left, as to be at first grieved by this evident dislike on the part of a creature which had once so loved me.",EAP
But this feeling soon gave place to irritation.,EAP
"And then came, as if to my final and irrevocable overthrow, the spirit of PERVERSENESS.",EAP
Of this spirit philosophy takes no account.,EAP
"Yet I am not more sure that my soul lives, than I am that perverseness is one of the primitive impulses of the human heart -- one of the indivisible primary faculties, or sentiments, which give direction to the character of Man.",EAP
"Who has not, a hundred times, found himself committing a vile or a silly action, for no other reason than because he knows he should not?",EAP
"Have we not a perpetual inclination, in the teeth of our best judgment, to violate that which is Law, merely because we understand it to be such?",EAP
"This spirit of perverseness, I say, came to my final overthrow.",EAP
It was this unfathomable longing of the soul to vex itself -- to offer violence to its own nature -- to do wrong for the wrong's sake only -- that urged me to continue and finally to consummate the injury I had inflicted upon the unoffending brute.,EAP
"One morning, in cool blood, I slipped a noose about its neck and hung it to the limb of a tree; -- hung it with the tears streaming from my eyes, and with the bitterest remorse at my heart; -- hung it because I knew that it had loved me, and because I felt it had given me no reason of offence; -- hung it because I knew that in so doing I was committing a sin -- a deadly sin that would so jeopardize my immortal soul as to place it -- if such a thing were possible -- even beyond the reach of the infinite mercy of the Most Merciful and Most Terrible God.",EAP
"On the night of the day on which this cruel deed was done, I was aroused from sleep by the cry of fire.",EAP
The curtains of my bed were in flames.,EAP
The whole house was blazing.,EAP
"It was with great difficulty that my wife, a servant, and myself, made our escape from the conflagration.",EAP
The destruction was complete.,EAP
"My entire worldly wealth was swallowed up, and I resigned myself thenceforward to despair.",EAP
"I am above the weakness of seeking to establish a sequence of cause and effect, between the disaster and the atrocity.",EAP
But I am detailing a chain of facts -- and wish not to leave even a possible link imperfect.,EAP
"On the day succeeding the fire, I visited the ruins.",EAP
"The walls, with one exception, had fallen in.",EAP
"This exception was found in a compartment wall, not very thick, which stood about the middle of the house, and against which had rested the head of my bed.",EAP
"The plastering had here, in great measure, resisted the action of the fire -- a fact which I attributed to its having been recently spread.",EAP
"About this wall a dense crowd were collected, and many persons seemed to be examining a particular portion of it with very minute and eager attention.",EAP
"and other similar expressions, excited my curiosity.",EAP
"I approached and saw, as if graven in bas relief upon the white surface, the figure of a gigantic cat.",EAP
The impression was given with an accuracy truly marvellous.,EAP
There was a rope about the animal's neck.,EAP
When I first beheld this apparition -- for I could scarcely regard it as less -- my wonder and my terror were extreme.,EAP
But at length reflection came to my aid.,EAP
"The cat, I remembered, had been hung in a garden adjacent to the house.",EAP
"Upon the alarm of fire, this garden had been immediately filled by the crowd -- by some one of whom the animal must have been cut from the tree and thrown, through an open window, into my chamber.",EAP
This had probably been done with the view of arousing me from sleep.,EAP
"The falling of other walls had compressed the victim of my cruelty into the substance of the freshly-spread plaster; the lime of which, with the flames, and the ammonia from the carcass, had then accomplished the portraiture as I saw it.",EAP
"Although I thus readily accounted to my reason, if not altogether to my conscience, for the startling fact just detailed, it did not the less fail to make a deep impression upon my fancy.",EAP
"For months I could not rid myself of the phantasm of the cat; and, during this period, there came back into my spirit a half-sentiment that seemed, but was not, remorse.",EAP
"I went so far as to regret the loss of the animal, and to look about me, among the vile haunts which I now habitually frequented, for another pet of the same species, and of somewhat similar appearance, with which to supply its place.",EAP
"One night as I sat, half stupified, in a den of more than infamy, my attention was suddenly drawn to some black object, reposing upon the head of one of the immense hogsheads of Gin, or of Rum, which constituted the chief furniture of the apartment.",EAP
"I had been looking steadily at the top of this hogshead for some minutes, and what now caused me surprise was the fact that I had not sooner perceived the object thereupon.",EAP
"I approached it, and touched it with my hand.",EAP
"It was a black cat -- a very large one -- fully as large as Pluto, and closely resembling him in every respect but one.",EAP
"Pluto had not a white hair upon any portion of his body; but this cat had a large, although indefinite splotch of white, covering nearly the whole region of the breast.",EAP
"Upon my touching him, he immediately arose, purred loudly, rubbed against my hand, and appeared delighted with my notice.",EAP
"This, then, was the very creature of which I was in search.",EAP
I at once offered to purchase it of the landlord; but this person made no claim to it -- knew nothing of it -- had never seen it before.,EAP
"I continued my caresses, and, when I prepared to go home, the animal evinced a disposition to accompany me.",EAP
I permitted it to do so; occasionally stooping and patting it as I proceeded.,EAP
"When it reached the house it domesticated itself at once, and became immediately a great favorite with my wife.",EAP
"For my own part, I soon found a dislike to it arising within me.",EAP
This was just the reverse of what I had anticipated; but -- I know not how or why it was -- its evident fondness for myself rather disgusted and annoyed.,EAP
"By slow degrees, these feelings of disgust and annoyance rose into the bitterness of hatred.",EAP
"I avoided the creature; a certain sense of shame, and the remembrance of my former deed of cruelty, preventing me from physically abusing it.",EAP
"I did not, for some weeks, strike, or otherwise violently ill use it; but gradually -- very gradually -- I came to look upon it with unutterable loathing, and to flee silently from its odious presence, as from the breath of a pestilence.",EAP
"What added, no doubt, to my hatred of the beast, was the discovery, on the morning after I brought it home, that, like Pluto, it also had been deprived of one of its eyes.",EAP
"This circumstance, however, only endeared it to my wife, who, as I have already said, possessed, in a high degree, that humanity of feeling which had once been my distinguishing trait, and the source of many of my simplest and purest pleasures.",EAP
"With my aversion to this cat, however, its partiality for myself seemed to increase.",EAP
It followed my footsteps with a pertinacity which it would be difficult to make the reader comprehend.,EAP
"Whenever I sat, it would crouch beneath my chair, or spring upon my knees, covering me with its loathsome caresses.",EAP
"If I arose to walk it would get between my feet and thus nearly throw me down, or, fastening its long and sharp claws in my dress, clamber, in this manner, to my breast.",EAP
"At such times, although I longed to destroy it with a blow, I was yet withheld from so doing, partly by a memory of my former crime, but chiefly -- let me confess it at once -- by absolute dread of the beast.",EAP
This dread was not exactly a dread of physical evil -- and yet I should be at a loss how otherwise to define it.,EAP
"I am almost ashamed to own -- yes, even in this felon's cell, I am almost ashamed to own -- that the terror and horror with which the animal inspired me, had been heightened by one of the merest chim�ras it would be possible to conceive.",EAP
"My wife had called my attention, more than once, to the character of the mark of white hair, of which I have spoken, and which constituted the sole visible difference between the strange beast and the one I had destroyed.",EAP
"The reader will remember that this mark, although large, had been originally very indefinite; but, by slow degrees -- degrees nearly imperceptible, and which for a long time my Reason struggled to reject as fanciful -- it had, at length, assumed a rigorous distinctness of outline.",EAP
"It was now the representation of an object that I shudder to name -- and for this, above all, I loathed, and dreaded, and would have rid myself of the monster had I dared -- it was now, I say, the image of a hideous -- of a ghastly thing -- of the GALLOWS !",EAP
"-- oh, mournful and terrible engine of Horror and of Crime -- of Agony and of Death !",EAP
And now was I indeed wretched beyond the wretchedness of mere Humanity.,EAP
"And a brute beast -- whose fellow I had contemptuously destroyed -- a brute beast to work out for me -- for me a man, fashioned in the image of the High God -- so much of insufferable wo!",EAP
neither by day nor by night knew I the blessing of Rest any more!,EAP
"During the former the creature left me no moment alone; and, in the latter, I started, hourly, from dreams of unutterable fear, to find the hot breath of the thing upon my face, and its vast weight -- an incarnate Night-Mare that I had no power to shake off -- incumbent eternally upon my heart !",EAP
"Beneath the pressure of torments such as these, the feeble remnant of the good within me succumbed.",EAP
Evil thoughts became my sole intimates -- the darkest and most evil of thoughts.,EAP
"The moodiness of my usual temper increased to hatred of all things and of all mankind; while, from the sudden, frequent, and ungovernable outbursts of a fury to which I now blindly abandoned myself, my uncomplaining wife, alas!",EAP
was the most usual and the most patient of sufferers.,EAP
"One day she accompanied me, upon some household errand, into the cellar of the old building which our poverty compelled us to inhabit.",EAP
"The cat followed me down the steep stairs, and, nearly throwing me headlong, exasperated me to madness.",EAP
"Uplifting an axe, and forgetting, in my wrath, the childish dread which had hitherto stayed my hand, I aimed a blow at the animal which, of course, would have proved instantly fatal had it descended as I wished.",EAP
But this blow was arrested by the hand of my wife.,EAP
"Goaded, by the interference, into a rage more than demoniacal, I withdrew my arm from her grasp and buried the axe in her brain.",EAP
"She fell dead upon the spot, without a groan.",EAP
"This hideous murder accomplished, I set myself forthwith, and with entire deliberation, to the task of concealing the body.",EAP
"I knew that I could not remove it from the house, either by day or by night, without the risk of being observed by the neighbors.",EAP
Many projects entered my mind.,EAP
"At one period I thought of cutting the corpse into minute fragments, and destroying them by fire.",EAP
"At another, I resolved to dig a grave for it in the floor of the cellar.",EAP
"Again, I deliberated about casting it in the well in the yard -- about packing it in a box, as if merchandize, with the usual arrangements, and so getting a porter to take it from the house.",EAP
Finally I hit upon what I considered a far better expedient than either of these.,EAP
I determined to wall it up in the cellar -- as the monks of the middle ages are recorded to have walled up their victims.,EAP
For a purpose such as this the cellar was well adapted.,EAP
"Its walls were loosely constructed, and had lately been plastered throughout with a rough plaster, which the dampness of the atmosphere had prevented from hardening.",EAP
"Moreover, in one of the walls was a projection, caused by a false chimney, or fireplace, that had been filled up, and made to resemble the rest of the cellar.",EAP
"I made no doubt that I could readily displace the bricks at this point, insert the corpse, and wall the whole up as before, so that no eye could detect any thing suspicious.",EAP
And in this calculation I was not deceived.,EAP
"By means of a crow-bar I easily dislodged the bricks, and, having carefully deposited the body against the inner wall, I propped it in that position, while, with little trouble, I re-laid the whole structure as it originally stood.",EAP
"Having procured mortar, sand, and hair, with every possible precaution, I prepared a plaster which could not be distinguished from the old, and with this I very carefully went over the new brick-work.",EAP
"When I had finished, I felt satisfied that all was right.",EAP
The wall did not present the slightest appearance of having been disturbed.,EAP
The rubbish on the floor was picked up with the minutest care.,EAP
"I looked around triumphantly, and said to myself -- ""Here at least, then, my labor has not been in vain.""",EAP
"My next step was to look for the beast which had been the cause of so much wretchedness; for I had, at length, firmly resolved to put it to death.",EAP
"Had I been able to meet with it, at the moment, there could have been no doubt of its fate; but it appeared that the crafty animal had been alarmed at the violence of my previous anger, and forebore to present itself in my present mood.",EAP
"It is impossible to describe, or to imagine, the deep, the blissful sense of relief which the absence of the detested creature occasioned in my bosom.",EAP
"It did not make its appearance during the night -- and thus for one night at least, since its introduction into the house, I soundly and tranquilly slept; aye, slept even with the burden of murder upon my soul!",EAP
"The second and the third day passed, and still my tormentor came not.",EAP
Once again I breathed as a freeman.,EAP
"The monster, in terror, had fled the premises forever!",EAP
I should behold it no more!,EAP
My happiness was supreme!,EAP
The guilt of my dark deed disturbed me but little.,EAP
"Some few inquiries had been made, but these had been readily answered.",EAP
Even a search had been instituted -- but of course nothing was to be discovered.,EAP
I looked upon my future felicity as secured.,EAP
"Upon the fourth day of the assassination, a party of the police came, very unexpectedly, into the house, and proceeded again to make rigorous investigation of the premises.",EAP
"Secure, however, in the inscrutability of my place of concealment, I felt no embarrassment whatever.",EAP
The officers bade me accompany them in their search.,EAP
They left no nook or corner unexplored.,EAP
"At length, for the third or fourth time, they descended into the cellar.",EAP
I quivered not in a muscle.,EAP
My heart beat calmly as that of one who slumbers in innocence.,EAP
I walked the cellar from end to end.,EAP
"I folded my arms upon my bosom, and roamed easily to and fro.",EAP
The police were thoroughly satisfied and prepared to depart.,EAP
The glee at my heart was too strong to be restrained.,EAP
"I burned to say if but one word, by way of triumph, and to render doubly sure their assurance of my guiltlessness.",EAP
"""Gentlemen,"" I said at last, as the party ascended the steps, ""I delight to have allayed your suspicions.",EAP
"I wish you all health, and a little more courtesy.",EAP
"By the bye, gentlemen, this -- this is a very well constructed house.""",EAP
"(In the rabid desire to say something easily, I scarcely knew what I uttered at all.)",EAP
"-- ""I may say an excellently well constructed house.",EAP
"These walls -- are you going, gentlemen?",EAP
"-- these walls are solidly put together;"" and here, through the mere phrenzy of bravado, I rapped heavily, with a cane which I held in my hand, upon that very portion of the brick-work behind which stood the corpse of the wife of my bosom.",EAP
But may God shield and deliver me from the fangs of the Arch-Fiend !,EAP
"No sooner had the reverberation of my blows sunk into silence, than I was answered by a voice from within the tomb!",EAP
"-- by a cry, at first muffled and broken, like the sobbing of a child, and then quickly swelling into one long, loud, and continuous scream, utterly anomalous and inhuman -- a howl -- a wailing shriek, half of horror and half of triumph, such as might have arisen only out of hell, conjointly from the throats of the dammed in their agony and of the demons that exult in the damnation.",EAP
Of my own thoughts it is folly to speak.,EAP
"Swooning, I staggered to the opposite wall.",EAP
"For one instant the party upon the stairs remained motionless, through extremity of terror and of awe.",EAP
"In the next, a dozen stout arms were toiling at the wall.",EAP
"The corpse, already greatly decayed and clotted with gore, stood erect before the eyes of the spectators.",EAP
"Upon its head, with red extended mouth and solitary eye of fire, sat the hideous beast whose craft had seduced me into murder, and whose informing voice had consigned me to the hangman.",EAP
I had walled the monster up within the tomb!,EAP
"Of course I shall not pretend to consider it any matter for wonder, that the extraordinary case of M. Valdemar has excited discussion.",EAP
It would have been a miracle had it not -- especially under the circumstances.,EAP
"Through the desire of all parties concerned, to keep the affair from the public, at least for the present, or until we had farther opportunities for investigation -- through our endeavors to effect this -- a garbled or exaggerated account made its way into society, and became the source of many unpleasant misrepresentations; and, very naturally, of a great deal of disbelief.",EAP
It is now rendered necessary that I give the facts -- as far as I comprehend them myself.,EAP
"They are, succinctly, these: My attention, for the last three years, had been repeatedly drawn to the subject of Mesmerism; and, about nine months ago, it occurred to me, quite suddenly, that in the series of experiments made hitherto, there had been a very remarkable and most unaccountable omission: no person had as yet been mesmerized in articulo mortis.",EAP
"It remained to be seen, first, whether, in such condition, there existed in the patient any susceptibility to the magnetic influence; secondly, whether, if any existed, it was impaired or increased by the condition; thirdly, to what extent, or for how long a period, the encroachments of Death might be arrested by the process.",EAP
"There were other points to be ascertained, but these most excited my curiosity -- the last in especial, from the immensely important character of its consequences.",EAP
"In looking around me for some subject by whose means I might test these particulars, I was brought to think of my friend, M. Ernest Valdemar, the well-known compiler of the ""Bibliotheca Forensica,"" and author (under the nom de plume of Issachar Marx) of the Polish versions of ""Wallenstein"" and ""Gargantua.""",EAP
"M. Valdemar, who has resided principally at Harlem, N. Y., since the year 1839, is (or was) particularly noticeable for the extreme spareness of his person -- his lower limbs much resembling those of John Randolph; and, also, for the whiteness of his whiskers, in violent contrast to the blackness of his hair -- the latter, in consequence, being very generally mistaken for a wig.",EAP
"His temperament was markedly nervous, and rendered him a good subject for mesmeric experiment.",EAP
"On two or three occasions I had put him to sleep with little difficulty, but was disappointed in other results which his peculiar constitution had naturally led me to anticipate.",EAP
"His will was at no period positively, or thoroughly, under my control, and in regard to clairvoyance, I could accomplish with him nothing to be relied upon.",EAP
I always attributed my failure at these points to the disordered state of his health.,EAP
"For some months previous to my becoming acquainted with him, his physicians had declared him in a confirmed phthisis.",EAP
"It was his custom, indeed, to speak calmly of his approaching dissolution, as of a matter neither to be avoided nor regretted.",EAP
"When the ideas to which I have alluded first occurred to me, it was of course very natural that I should think of M. Valdemar.",EAP
I knew the steady philosophy of the man too well to apprehend any scruples from him; and he had no relatives in America who would be likely to interfere.,EAP
"I spoke to him frankly upon the subject; and, to my surprise, his interest seemed vividly excited.",EAP
"I say to my surprise; for, although he had always yielded his person freely to my experiments, he had never before given me any tokens of sympathy with what I did.",EAP
His disease was of that character which would admit of exact calculation in respect to the epoch of its termination in death; and it was finally arranged between us that he would send for me about twenty-four hours before the period announced by his physicians as that of his decease.,EAP
"It is now rather more than seven months since I received, from M. Valdemar himself, the subjoined note: ""MY DEAR P___, You may as well come now.",EAP
D___ and F___ are agreed that I cannot hold out beyond to-morrow midnight; and I think they have hit the time very nearly.,EAP
"I received this note within half an hour after it was written, and in fifteen minutes more I was in the dying man's chamber.",EAP
"I had not seen him for ten days, and was appalled by the fearful alteration which the brief interval had wrought in him.",EAP
"His face wore a leaden hue; the eyes were utterly lustreless; and the emaciation was so extreme, that the skin had been broken through by the cheek-bones.",EAP
His expectoration was excessive.,EAP
The pulse was barely perceptible.,EAP
"He retained, nevertheless, in a very remarkable manner, both his mental power and a certain degree of physical strength.",EAP
"He spoke with distinctness -- took some palliative medicines without aid -- and, when I entered the room, was occupied in penciling memoranda in a pocket-book.",EAP
He was propped up in the bed by pillows.,EAP
Doctors D___ and F___ were in attendance.,EAP
"After pressing Valdemar's hand, I took these gentlemen aside, and obtained from them a minute account of the patient's condition.",EAP
"The left lung had been for eighteen months in a semi-osseous or cartilaginous state, and was, of course, entirely useless for all purposes of vitality.",EAP
"The right, in its upper portion, was also partially, if not thoroughly, ossified, while the lower region was merely a mass of purulent tubercles, running one into another.",EAP
"Several extensive perforations existed; and, at one point, permanent adhesion to the ribs had taken place.",EAP
These appearances in the right lobe were of comparatively recent date.,EAP
