id,text,author
id00791,As Hermann completed equivocal sentence eyes turned upon Baron,EAP
id18033,I trod air doubt fear hope even disturbed I clasped soul fulness contentment satisfied undesiring beatified,MWS
id09849,By slow degrees recovered ate little soup restored wonderfully,MWS
id00609,By time pulse imperceptible breathing stertorous intervals half minute,EAP
id09355,She lay among tall corn fell asleep,MWS
id12060,It necessary chance interruption must sufficient time given us elude pursuit I give understood I shall visit spend day aunt Rue des Drômes I well tell St Eustache call dark way absence home longest possible period without causing suspicion anxiety accounted I shall gain time manner,EAP
id08050,Most puzzling done early death took place birth grandmother child,HPL
id06918,The windows long narrow pointed vast distance black oaken floor altogether inaccessible within,EAP
id27890,His head stuck full sable hearse plumes nodded fro jaunty knowing air right hand held huge human thigh bone appeared knocking member company song,EAP
id20070,There rich widow disconsolate loss seventh husband wounded spirit I offered balm vows,EAP
id10576,Strange earth preserved monotonous course I dwelt ever renewing wonder antique laws excentric wheel rushed untried path I feel spirit fade I struggled despondency weariness like fog choked,MWS
id03183,Then wood brick grating pause opening door I confess I started violently,HPL
id22170,And casual self suggestion I might possibly fool enough confess murder I guilty confronted ghost I murdered beckoned death,EAP
id09697,You call Frankenstein friend seem knowledge crimes misfortunes,MWS
id17703,High toiling group great swath trembled hellish maker passed snail like deliberateness,HPL
id25613,EH AHHHH AH E YAAHHHH,HPL
id03612,This point settled Prefect broke forth explanations views interspersing long comments upon evidence latter yet possession,EAP
id07792,Mathematics folklore house old Keziah Brown Jenkin,HPL
id13612,Warmer every minute tissues last,HPL
id12559,He could failed anticipate events proved fail anticipate waylayings subjected,EAP
id20379,I lost moment accordingly throwing overboard first ballast water kegs condensing apparatus gum elastic chamber finally every article within car,EAP
id06504,Had em ages afore lost track upper world arter time,HPL
id19983,The wretched female loveless victim vulgar brutality wandered toilet high born beauty arraying garb splendour died mirror reflected alone altered appearance,MWS
id20887,After hour furtive taciturnity shewed signs disappearing much disappointment still sidetracked questions Innsmouth shadow haunted past,HPL
id27821,The manuscript papers brief notes accounts queer dreams different persons citations theosophical books magazines notably W Scott Elliot Atlantis Lost Lemuria rest comments long surviving secret societies hidden cults references passages mythological anthropological source books Frazer Golden Bough Miss Murray Witch Cult Western Europe,HPL
id14224,Let spend another sixteen years desolate wandering let utter wild complaints vast woods tremendous cataracts another clime let undergo fearful danger soul quelling hardships let hot sun south burn passion worn cheeks cold night rains fall chill blood,MWS
id23643,But still greater evil I self educated first fourteen years life I ran wild common read nothing Uncle Thomas books voyages,MWS
id00383,Presently heard descending,EAP
id21306,Perseverance Your diddler perseveres,EAP
id01541,Positively could intervened tenth part second disengagement basket absolute total disappearance contained,EAP
id18272,Its brilliant flowers look like fairy dream fierce volcanoes like passions turbulent heart,EAP
id11621,A vast quantity wheels pinions cabalistic looking machinery stood opposite hole close hole passed iron rod machinery,EAP
id17861,It deep far deeper anyone Randolph suspected boy found fissure farthermost black corner led loftier grotto beyond haunting sepulchral place whose granite walls held curious illusion conscious artifice,HPL
id06372,Our lanterns disclosed top flight stone steps dripping detestable ichor inner earth bordered moist walls encrusted nitre,HPL
id27279,On thirteenth day reached mountain lonely base Atal spoke fears,HPL
id25434,It seemed therefore effect escape sufficient counterbalance effect accelerating power,EAP
id21515,I cannot think deep sea without shuddering nameless things may moment crawling floundering slimy bed worshipping ancient stone idols carving detestable likenesses submarine obelisks water soaked granite,HPL
id17906,By report known I found many sight town weeks therefore claimed personal acquaintance,EAP
id22363,Milder I half smiled agony I thought application term,EAP
id09174,She enumerated years happiness brought past scenes intimacy happiness pictured future life mentioned child tears unbidden filled eyes,MWS
id05471,She crotchet instinct common sense gave pleasure honor acquaintance,EAP
id00651,Her health even tranquillity hitherto constant spirit shaken gone,MWS
id23669,As night approached I found entrance cemetery William Elizabeth father reposed,MWS
id21793,Every man devil take protectorship say I expose danger Faint hearted man cried Adrian indignantly Your countrymen put trust betray I betray said Ryland plague betrays,MWS
id11501,The beauty I may call art mystifique lay consummate ability resulting almost intuitive knowledge human nature wonderful self possession means never failed make appear drolleries occupied bringing point arose partly spite partly consequence laudable efforts making prevention preservation good order dignity Alma Mater,EAP
id20372,D ye know young Sir I right sot un,HPL
id12702,You speak almost forgotten dream said Adrian countenance slightly clouding spoke visions boyhood long since faded light reality I know I man fitted govern nations sufficient I keep wholesome rule little kingdom mortality,MWS
id22418,I weak surely spirits assist vengeance endow sufficient strength,MWS
id01446,For part enthusiasm adopted suit time opportunity practise imposture upon British Austrian millionaires,EAP
id25812,But Perdita,MWS
id25030,In solitude shall I solitude I shall thine,MWS
id04014,In road palace passed Greek cemetery tablet black marble I caused laid cypresses waved high death like gloom accorded state nothingness,MWS
id24938,Trembling I unable continue look glass I watched motion crew frigate boat first launched,MWS
id20857,Consider circumstance outer garment corpse found slip foot wide torn upward bottom hem waist wound three times round waist secured sort hitch back,EAP
id04095,But although appearance infected town avoided beheld since commencement visitation London appeared sufficiently changed,MWS
id14270,And thus narratives upon topic interest profound interest nevertheless sacred awe topic properly peculiarly depends upon conviction truth matter narrated,EAP
id21616,Free I escaped death one form agony delivered unto worse death,EAP
id03319,I invited walk led neighbouring wood beech trees whose light shade shielded us slant dazzling beams descending sun After walking time silence I seated self mossy hillock It strange even I seem see spot slim smooth trunks many wound round ivy whose shining leaves darkest green contrasted white bark light leaves young sprouts beech grew parent trunks short grass mingled moss partly covered dead leaves last autumn driven winds collected little hillocks moss grown stumps The leaves gently moved breeze green canopy could see bright blue sky As evening came distant trunks reddened sun wind died entirely away birds flew past us evening rest,MWS
id17961,What anyhaow haowever young Wizard Whateley call aout air come,HPL
id27166,I paused breath meantime accident occurred momentous nature moral also metaphysical point view passed without notice,EAP
id14460,I one highest seats saw walk passage table speaker,MWS
id24448,In hour arrival sure single shaded solar lamp lit principal drawing room apartment I could thus see arranged unusual good taste even splendor two rooms suite company chiefly assembled remained whole evening agreeable shadow,EAP
id00119,Indeed astonish We found sir said sigh absolutely necessary return old usages,EAP
id00650,Pundit ecstacies,EAP
id00427,Oh listen I cried speaks false false I interrupted silence restored ordered custom retire decision house,MWS
id04651,Those Whateleys meant let worst left Tell Rice Morgan must something blind business I know make powder,HPL
id13740,With best heart world contrived predominant whim contradiction earn among knew superficially character curmudgeon,EAP
id06914,She proud preserved another exultation cold water quenched ember,MWS
id25013,Listen let softened words selfish passion lingers,MWS
id22837,They counted garrison impossible relieved sally victory even Turks triumphant loss men sustained irreparable injury,MWS
id17213,I could refuse Clara ordinary child sensibility intelligence seemed already endowed rights womanhood,MWS
id16371,From position far level town I could perceive every nook corner delineated map,EAP
id11297,In words I must conclude tragedy,MWS
id19552,In instance I speak I known habitual mystific escape natural consequence manoevres attachment ludicrous character person,EAP
id23584,But fact one atrocity known committed thing evidence committed time nearly coincident committed,EAP
id27685,The question manner human agency brought bear,EAP
id09175,He shut mouth wagged tail absolutely offered paw afterward extending civilities Ponto,EAP
id23714,But property Adrian nurslings Idris although imagination rendered sensual privation made think would better become spit kitchen green leaves forest Nathelesse I checked haughty eat supped upon sentiment dreamt vainly morsels sweet I might waking attain,MWS
id02935,Its condition almost perfect one could spent hours studying striking puzzlingly untraditional designs simply geometrical plainly marine chased moulded high relief surface craftsmanship incredible skill grace,HPL
id16769,To truth observation burgomaster assented matter therefore end,EAP
id20589,That sunset beautiful peasants Ballylough warned said Kilderry become accursed I almost shuddered see high turrets castle gilded fire,HPL
id24334,There something wrong engine despite excellent time made Newburyport bus could complete journey Arkham,HPL
id12914,I recall scene final moments pale autumnal moon graves casting long horrible shadows grotesque trees drooping sullenly meet neglected grass crumbling slabs vast legions strangely colossal bats flew moon antique ivied church pointing huge spectral finger livid sky phosphorescent insects danced like death fires yews distant corner odours mould vegetation less explicable things mingled feebly night wind far swamps seas worst faint deep toned baying gigantic hound could neither see definitely place,HPL
id23526,It noon I awoke allured warmth sun shone brightly white ground I determined recommence travels depositing remains peasant breakfast wallet I found I proceeded across fields several hours sunset I arrived village,MWS
id08415,Doubtless heard current tale perhaps believe slander mad Were angel foot God throne assert never never would I believe,MWS
id26434,In fact idea contest dismissed hearts returned former respect admiration accomplished friend,MWS
id22447,My amazement course extreme,EAP
id03835,My reward shall,EAP
id17514,Once frosty day pushed restless unsatisfying reflections I sought favourite haunt little wood far distant Salt Hill,MWS
id00317,That considered chief strange say simple purely physical one free exercise open air,EAP
id03656,This feeling universal misery assumed concentration shape I looked wife children thought danger possessed whole fear,MWS
id25961,And exist,MWS
id10403,He never seen Kingsport family disliked funny old houses complained drains impossibly bad,HPL
id05126,I put one entered I might secure entrance hospital,MWS
id18686,We scudded frightful velocity sea water made clear breaches us,EAP
id03627,Then I glimpsed temple like effect time pillars reached aërial ocean light sent one blinding beam along path cloudy column I seen,HPL
id07931,But machines ingenious shall think calculating machine Mr Babbage,EAP
id23296,I entered universal feeling I absorbed terrors Rosse I echoed cry Macduff rushed hell torture find calm free air silent street,MWS
id11738,This selected task exchanged far different one encountering ruin caused convulsions physical nature,MWS
id19076,There degrees could break fall happiness misery stroke lightning sudden entire,MWS
id20471,It difficulty reconciled dreamy incoherent feelings certainty awake,EAP
id26521,On occasion I chanced say I thought Myrrha best Alfieri tragedies I said I chanced cast eyes father met first time expression beloved eyes displeased I saw affright whole frame shook concealed emotion spite efforts half conquered tempest faded soul became melancholy silent,MWS
id18256,If pride guided even reason might well reject,MWS
id13869,How I doubt instant,EAP
id21204,Time I stepped within threshold eternity man I meet appears corse soon deserted animating spark eve decay corruption,MWS
id27318,The Turks resisted last garrison perished ramparts entered assault,MWS
id17323,Mr Ellison first step regarded course choice locality scarcely commenced thinking point luxuriant nature Pacific Islands arrested attention,EAP
id07270,Human could man make sounds without thought late employment possible discovery West I leaped nearest window like stricken animals overturning tubes lamp retorts vaulting madly starred abyss rural night,HPL
id04431,It always shadowy along river smoke neighbouring factories shut sun perpetually,HPL
id03342,This hoary character Zadok Allen ninety six years old somewhat touched head besides town drunkard,HPL
id26308,Say rather point vague infinity,EAP
id25252,Above remorseless unyielding pursuit object desire however lawless,MWS
id12681,And torches died altogether remained stricken shrieking cohort noxious horrible altar flames towering peaks hellish red silhouetting mad leaping colossal forms nameless beasts never Phrygian priest Campanian grandam whispered wildest furtive tales,HPL
id02485,A well dressed individual enters shop makes purchase value dollar finds much vexation left pocket book another coat pocket says shopkeeper My dear sir never mind oblige sending bundle home,EAP
id26441,My Day book Ledger evince minute,EAP
id25054,Evil thoughts became sole intimates darkest evil thoughts,EAP
id08758,In mean time joined Clara whose pallid cheek scared look shewed deep impression grief made young mind,MWS
id15554,In lies principal security inhumation,EAP
id01343,Pundit conversible person board poor soul speak nothing antiquities,EAP
id09424,I would obtain truth following day mean time But I occupied multiplying reflections Lord Raymond returned,MWS
id05688,And yet I happy mothers lament children wives lose husbands children left,MWS
id12243,Nevertheless noon slight remarkable agitation became apparent assembly clattering ten thousand tongues succeeded instant afterward ten thousand faces upturned toward heavens ten thousand pipes descended simultaneously corners ten thousand mouths shout could compared nothing roaring Niagara resounded long loudly furiously environs Rotterdam,EAP
id09400,He sat time inactive nodding oddly paradoxical suggestion intense frightened listening,HPL
id08248,What want may make us want may sweep away,HPL
id24129,Have brain whereby may recognise six long centuries fulfilled dreadful curse upon house,HPL
id20073,He already one two little WIVES Louisa Biron favourite pretty little girl five years age,MWS
id03924,The scene excavations would alone enough unnerve ordinary man,HPL
id08491,Three years folly passed without profit given rooted habits vice added somewhat unusual degree bodily stature week soulless dissipation I invited small party dissolute students secret carousal chambers,EAP
id17304,But seven assembled seen shadow came among draperies dared steadily behold cast eyes gazed continually depths mirror ebony,EAP
id23343,I applied glass could discern frigate already cast anchor fearful danger approaching nearer lee shore boat lowered pang I saw Raymond unable descend vessel side let chair lay wrapt cloaks bottom boat,MWS
id20967,Great watery spaces opened I seemed wander titanic sunken porticos labyrinths weedy Cyclopean walls grotesque fishes companions,HPL
id22558,Have perpetual inclination teeth best judgment violate Law merely understand,EAP
id19538,The Englishman thinks voice German understand German,EAP
id01492,It seems instances dying person gentle old lady named Stafford school teacher middle age named Eleazar Durfee became transfigured horrible way glaring glassily attempting bite throat attending physician,HPL
id13663,Wilson rebellion source greatest embarrassment spite bravado public I made point treating pretensions I secretly felt I feared could help thinking equality maintained easily proof true superiority since overcome cost perpetual struggle,EAP
id06239,I certainly acted imprudently,MWS
id23099,I made doubt latter infected innumerable Southern superstitions money buried phantasy received confirmation finding scarabæus perhaps Jupiter obstinacy maintaining bug real gold,EAP
id00485,I stay force remove,MWS
id12640,Talks several students archaic lore Boston letters many others elsewhere gave growing amazement passed slowly varied degrees alarm state really acute spiritual fear,HPL
id16763,Picking pack I started crest eminence,HPL
id27440,The criticism says sculpture portraiture nature exalted idealized rather imitated error,EAP
id03827,When I otherwise quite restored health sight chemical instrument would renew agony nervous symptoms,MWS
id01175,Duty came first although must nearly hundred mongrel celebrants throng police relied firearms plunged determinedly nauseous rout,HPL
id05381,To England Englishmen I dedicate,MWS
id26615,The small room seemed green dim aqueous light Olney saw far windows east open shut misty aether dull thick panes like bottoms old bottles,HPL
id26345,His demeanour would assume unwonted grace even dignity sodden creatures around would sense something superiority something made less ready give usual kicks cuffs poor butt drudge,HPL
id05415,If normal way ought get,HPL
id22850,Putting mask black silk drawing roquelaire closely person I suffered hurry palazzo,EAP
id10145,The apartments restored pristine splendour park disrepairs restored guarded unusual care,MWS
id00972,Then Wednesday great shock came,HPL
id15567,Mr Blackwood pair tailor shears three apprentices stand orders,EAP
id24417,Oh shocking groaned Earl,EAP
id13528,With determinate progression,EAP
id20085,But though impenetrably veiled public office permitted become acquainted actions daily course life even conversation,MWS
id24658,Looming hideously spectral moon gigantic misshapen thing imagined save nightmares glassy eyed ink black apparition nearly fours covered bits mould leaves vines foul caked blood glistening teeth snow white terrible cylindrical object terminating tiny hand,HPL
id05522,Out window I could see blue water sandy line Plum Island presently drew near beach narrow road veered main highway Rowley Ipswich,HPL
id09626,Though poetic rather scientific temperament planned continue work forefathers African ethnology antiquities utilising truly wonderful though strange collection Sir Wade,HPL
id22397,It sight Little Marlow conversations Martha led plan I formed,MWS
id16009,The slightest deviations true proportion deviations omni prævalent affected violations abstract truth wont earth affect moral sense,EAP
id26208,Who shall conceive horrors secret toil I dabbled among unhallowed damps grave tortured living animal animate lifeless clay,MWS
id25205,She rushed towards embraced blessing God preservation,MWS
id04275,His ordinary manner vanished,EAP
id13201,This done reason body man may resume former situation cupboard dark defy scrutiny,EAP
id02588,While I directing necessary care taken Clara came trembling pale I anxiously asked cause agitation threw arms weeping exclaiming Uncle dearest uncle hate ever I must tell must know Evelyn poor little Evelyn voice choked sobs,MWS
id24714,There surely worlds thoughts thoughts multitude speculations speculations sophist,EAP
id13933,Glad ye nigh haouse en hed sense ta come right,HPL
id04238,Do remember infancy transport beheld Clara recognizing united Raymond joying view living temple manifestation eternal loves,MWS
id12668,She perceived looked enquiringly half glance hope misery words died I could articulate I felt ghastly smile wrinkle lips,MWS
id15269,Adrian welcomed us arrival,MWS
id03694,When I told dream Barry laughed I laughed louder perplexed labourers north,HPL
id26947,Is possible germ actual contagious madness lurks depths shadow Innsmouth,HPL
id20619,With angry gestures leapt horse seizing hatchet hung saddle bow went apparent intention battering opposing gate,MWS
id02582,As picked strange spiky image table thought older northward pull grew trifle stronger even wholly overruled newer bewildering urge,HPL
id21798,There one soaking street world one I dared tell,HPL
id10177,My greatest dread crossing broad moonlit South Street seaward view I nerve ordeal,HPL
id06773,There sound moment several persons struggling scraping scuffling sound,EAP
id04476,Lay arms barbarous cruel men men whose hands stained blood innocent whose souls weighed orphan cry We shall conquer right side already cheeks pale weapons fall nerveless grasp,MWS
id19571,He rode lines charging officers restrain troops exhorting soldiers restoring order quieting degree violent agitation swelled every bosom,MWS
id14198,The result precisely I hoped might,EAP
id11555,Thus G detailed us mode searching premises Hotel D I felt entire confidence made satisfactory investigation far labors extended,EAP
id15795,The statuette idol fetish whatever captured months wooded swamps south New Orleans raid supposed voodoo meeting singular hideous rites connected police could realise stumbled dark cult totally unknown infinitely diabolic even blackest African voodoo circles,HPL
id01641,Yet henceforward art thou also dead dead World Heaven Hope In didst thou exist death see image thine utterly thou hast murdered thyself,EAP
id17149,I thought room books people morbid disquieting old tradition fathers summoned strange feastings I resolved expect queer things,HPL
id26971,Upon front characters engraven stone I walked morass water lilies I came close unto shore I might read characters upon stone,EAP
id24569,But time come I may quit life I friend refuse accompany dark journey request earnestly I entreat implore die,MWS
id13697,She devoted taught call uncle cousins,MWS
id25015,They found countryside great agitation growing rumblings beneath domed hills unwonted stench surging lapping sounds came increasingly great empty shell formed Whateley boarded farmhouse,HPL
id15829,Miss Tabitha Turnip propagated report sheer envy,EAP
id24218,For several years I subject attacks singular disorder physicians agreed term catalepsy default definitive title,EAP
id17289,Around first April Gilman worried considerably slow fever abate,HPL
id11284,He name de Napoleon Bonaparte Froissart I suppose say dat dat von ver respectable name,EAP
id18018,I handed adored wife ordered breakfast forthwith,EAP
id22390,But men Teloth yawned laughed went away sleep Iranon told nothing useful singing memories dreams hopes,HPL
id00755,The revolution must course taken place easy gradual manner means clear I even awake time occurrence I made aware internal evidence inversion say inconvenience disarrangement either person apparatus,EAP
id19619,She presented ordinary appearances death,EAP
id07771,This realm I could escape,HPL
id07731,At Paris dark one gusty evening autumn I enjoying twofold luxury meditation meerschaum company friend C Auguste Dupin little back library book closet au troisiême No Rue Dunôt Faubourg St Germain,EAP
id23151,The crone motioned hold bowl certain position raised huge grotesque knife small white victim high right hand could reach,HPL
id23822,South frightful precipice Kingsport north vertical drop nearly mile river mouth,HPL
id26156,If band played involuntarily chose airs moderated passion farewell love lament absence followed closed solemn hymn harmonized tranquil loveliness evening elevated soul grand religious thought,MWS
id15409,Grey headed men ye hoped yet years long known abode lease must remove children ye never reach maturity even small grave dug ye mothers clasp arms one death embraces Shuddering stretched hands eyes cast seemed bursting sockets appeared follow shapes us invisible yielding air There cried dead They rise shrouds pass silent procession towards far land doom bloodless lips move shadowy limbs void motion still glide onwards,MWS
id18572,You spoken nothing Oinos pardon demanded,EAP
id23201,Ven I go marry segonde usbande Monsieur Lalande dat time I de portraite take daughter first usbande Monsieur Moissart Moissart said I Yes Moissart said mimicking pronunciation speak truth none best vat den,EAP
id06998,We copy following account Letters mentioned Dr B derived information principally Edinburgh Encyclopaedia,EAP
id23574,I found difficulty moving toward stair well I get I found crushed body floor,HPL
id10344,Again gush pride delight marked features little girl smile beauty often irradiated Raymond countenance,MWS
id14219,I know despair yet taken possession feelings rage revenge,MWS
id11827,Chantilly said pause,EAP
id21005,Heh heh Nobody never believes naow I tell em I dun pose young feller though come look ye ye hev kind got sharp readin eyes like Obed,HPL
id14435,Fortunately storage batteries still capable long use interior lighting searchlight,HPL
id02975,Yet remained tense anxiety,HPL
id13864,About foot one side windows circular opening eight inches diameter fitted brass rim adapted inner edge windings screw,EAP
id26901,Hieroglyphics covered walls pillars undetermined point come voice voice chaotic sensation fancy could transmute sound attempted render almost unpronounceable jumble letters Cthulhu fhtagn,HPL
id02952,I half soldier I love renown trade war,MWS
id22878,After lapse weeks left Dunkeld,MWS
id11439,Having conquered violence feelings appeared despise slave passion quelling dark tyranny despair led converse concerning personally,MWS
id27161,As soon gammoned sufficiently let sent business,EAP
id09294,There passages description nevertheless may quoted details although effect exceedingly feeble conveying impression spectacle,EAP
id19186,Ryland popular candidate Lord Raymond first added list chance success appeared small,MWS
id06041,For impersonal doctor Davis ominous awestruck cross examination became strange indeed sought drain weakened undertaker every least detail horrible experience,HPL
id11225,They built wall world Without thousand harpies raved remorse misery expecting destined moment invasion,MWS
id13301,Any one constituted readily conduct upon occasion real excitement render liable suspicion part acute ill disposed,EAP
id13043,In taking leave Mr B made proposition purchase paper written could offer fifty guineas sheet I thought better let society sacrifice paltry sum,EAP
id26998,The touch brain fever dreams began early February,HPL
id21860,So White Ship followed bird heaven warm blessed seas fanned caressing aromatic breezes,HPL
id26480,This suspense thousand times worse horrible event tell new scene death acted whose murder I lament Your family perfectly well said Mr Kirwin gentleness someone friend come visit,MWS
id09224,Once twice I saw listless looking people working barren gardens digging clams fishy smelling beach groups dirty simian visaged children playing around weed grown doorsteps,HPL
id03057,He personated assumption innocence even self deception,MWS
id07093,The rubbish floor picked minutest care,EAP
id25863,I attempted speak words died away lips,MWS
id14831,Why execrate rustic sought destroy saviour child,MWS
id05362,One night went flying dark mountains faint lone campfires great distances apart strange shaggy herds tinkling bells leaders wildest part hilly country remote men could ever seen found hideously ancient wall causeway stone zigzagging along ridges valleys gigantic ever risen human hands length neither end could seen,HPL
id23399,My rather original ideas regarding life death caused associate cold clay breathing body vague fashion I felt great sinister family burned mansion way represented within stone space I sought explore,HPL
id15818,In ten minutes mind made taking hat I set home I bathed ate gave telephone order pickaxe spade military gas mask six carboys sulphuric acid delivered next morning cellar door shunned house Benefit Street,HPL
id20278,His reputation said peculiarly Parisian air stake,EAP
id02630,In first attempts composition I found stanzas The Oil Bob rather draw back otherwise,EAP
id22613,At last lost sight Plum Island saw vast expanse open Atlantic left,HPL
id27621,They met things little islet queer ruins seems awful picters frog fish monsters supposed picters things,HPL
id16069,It I fled frantically Innsmouth early morning hours July whose frightened appeals government inquiry action brought whole reported episode,HPL
id08663,To return question time lost pursuers close upon heels,EAP
id07005,Not even mines precious metal remained DOOM come Sarnath,HPL
id00754,I told servants left I tell,HPL
id20614,At first syllables defied correlation speech earth toward last came disjointed fragments evidently taken Necronomicon monstrous blasphemy quest thing perished,HPL
id19634,Ah hereupon turns whole mystery although secret point I comparatively little difficulty solving,EAP
id16502,Sleep sleep waking thoughts bridled remains reason sight children happy health transformed wild dreams terrors realized fears received dread fulfilment,MWS
id09553,There doubt consciousness rapid increase superstition I term,EAP
id04168,By eleven little labor necessary apparatus twelve clock hesitation I ventured unscrew tourniquet finding inconvenience done I finally threw open gum elastic chamber unrigged around car,EAP
id16439,It possible I thought concealed obscure corner lurking closet drawer might found lost object inquiry,EAP
id16636,The truth I never dabbled flashy matters jogged good old sober routine calling calling I doubt remained present hour little accident happened prosecution one usual business operations profession,EAP
id25548,He looked peasant began tremble still gazed knees knocked together teeth chattered,MWS
id01957,As soon I sufficiently recovered senses comprehend terrific predicament I stood rather hung I exerted power lungs make predicament known æronaut overhead,EAP
id02022,So far good let us turn another paper,EAP
id21060,I continued walking manner time endeavouring bodily exercise ease load weighed upon mind,MWS
id12228,The country people neighborhood visitors coming see establishment would given alarm,EAP
id06070,This tiara neither,HPL
id17695,I dwelt upon pertinacity attention dwelling I could arrest descent steel,EAP
id01557,There way law anything else could reach society,HPL
id02319,But since glorious years changed,HPL
id18951,When read hastily scrawled pages may guess though never fully realise I must forgetfulness death,HPL
id07605,Showed I say purpose late tremendous swamp fight away South Bugaboo Kickapoo Indians,EAP
id19910,WE insulted impunity,EAP
id18866,A sense duty science impels recall last years life scenes happenings fraught terror doubly acute I cannot wholly define,HPL
id25948,I approached saw graven bas relief upon white surface figure gigantic cat,EAP
id10973,These although ordinary width eight ten feet hearths admit throughout extent body large cat,EAP
id25108,Death approaches shadow foreruns thrown softening influence spirit,EAP
id13794,The man admitted sometimes talked queerly though knew,HPL
id17974,You perceive I write letter account ennui sins,EAP
id24469,Here watercolor drawing I shown unaccountable sentiment horror hitherto prevented showing,EAP
id22408,Near hut close rather unusual rock fissure lain two skeletons newly picked vultures presumably forming sole remains parents,HPL
id16423,I knew I I surroundings might though I continued stumble along I became conscious kind fearsome latent memory made progress wholly fortuitous,HPL
id11494,But little chap seized nose gave swing pull clapped big chapeau de bras upon head knocked eyes mouth lifting big fiddle beat long soundly belfry man fat fiddle hollow would sworn regiment double bass drummers beating devil tattoo belfry steeple Vondervotteimittiss,EAP
id24164,Nearly mad I found yet able throw hand ward foetid apparition pressed close one cataclysmic second cosmic nightmarishness hellish accident fingers touched rotting outstretched paw monster beneath golden arch,HPL
id00720,But last found accessible copy made ludicrously low figure,HPL
id15773,When I accomplished fully midnight I requested gentlemen present examine M Valdemar condition,EAP
id06507,Why virtues derived station rich called generous powerful brave well served affable,MWS
id02231,Yet I dreaded witness anguish resolve might excite Idris,MWS
id08872,Had eyes deceived,MWS
id26781,Leaves Square front Hammond Drug Store p unless changed lately,HPL
id05479,I troubled mist came eyes I felt faintness seize I quickly restored cold gale mountains,MWS
id10120,Like Adam I apparently united link existence state far different mine every respect,MWS
id05525,Professor Rice declares wholly lost consciousness instant though stumble fall,HPL
id12444,At moments I often endeavoured put end existence I loathed required unceasing attendance vigilance restrain committing dreadful act violence,MWS
id13792,It run seven clock We behind time slack whirl Ström full fury When boat well built properly trimmed deep laden waves strong gale going large seem always slip beneath appears strange landsman called riding sea phrase,EAP
id14604,I dun think aimed fust mixin raise younguns take water turn fishes eternal life,HPL
id09701,After much time spent painful labour arrive summit desires gratifying consummation toils,MWS
id23785,He come aëroplane piloted intrepid Lieut,HPL
id11460,There countenance haunts turn I,EAP
id27398,In looking around subject whose means I might test particulars I brought think friend M Ernest Valdemar well known compiler Bibliotheca Forensica author nom de plume Issachar Marx Polish versions Wallenstein Gargantua,EAP
id10952,In way angle formed rope vertical axis machine indicates velocity,EAP
id05443,Henri Duval neighbor trade silver smith deposes one party first entered house,EAP
id16847,Nothing heard time long Soames cannot exactly estimate certainly less quarter hour later horrible scream undoubtedly Jermyn voice heard,HPL
id20059,We French nearly punctilious Americans I shall difficulty smuggling character old acquaintance,EAP
id27422,The Greeks wept joy beheld Mediterranean hills Asia hailed rapture boundary toils,MWS
id16962,You travelled spent several years life Ingolstadt I confess friend I saw last autumn unhappy flying solitude society every creature I could help supposing might regret connection believe bound honour fulfil wishes parents although opposed inclinations,MWS
id05395,However might well roll twice gutter put charge police,EAP
id22077,Mrs Wyatt closely veiled raised veil acknowledging bow I confess I profoundly astonished,EAP
id09845,She took protection considered duty long lived alone undisturbed noise prattle children allow I disturb quiet,MWS
id18647,The manuscript divided two sections first headed Dream Dream Work H A Wilcox Thomas St Providence R I second Narrative Inspector John R Legrasse Bienville St New Orleans La A A S Mtg,HPL
id12739,But I saved thunder summoned hideous wait burst unseen outside sky one frequent mountainward bolts whose aftermath I noticed gashes disturbed earth fulgurites various sizes,HPL
id06147,It twin brother looked like father,HPL
id01012,The immediate peril urged seize immediate opportunity wildly passionately sought know delights existence afforded yielded death Snatching pleasures rough strife Thorough iron gates life defied conquering pestilence destroy erase even death bed thoughts sentiment happiness,MWS
id17667,There recent rumours baffling disconcerting amount agreement,HPL
id06485,I unwilling trust race people offered cursory glance I taken many points vague novelty doubt apprehension,EAP
id03401,I mentioned time ago bending studding sail,EAP
id06562,Later developed none Lord Northam whose ancient hereditary castle Yorkshire coast many odd things told Williams tried talk castle reputed Roman origin refused admit anything unusual,HPL
id17464,My hand already lock door I recollected,MWS
id04462,Yet strange say I beheld vast level regions character decidedly alluvial although far greater portion hemisphere sight covered innumerable volcanic mountains conical shape appearance artificial natural protuberance,EAP
id14672,But perhaps would well call,EAP
id02076,It matter course,EAP
id17506,As argument obviously ex parte one least left matter sight one known see Marie say Monday Tuesday interval question would much reduced ratiocination probability much diminished corpse grisette,EAP
id24731,He endeavours fill hope talks life possession valued,MWS
id24018,The magic lovely form woman necromancy female gracefulness always power I found impossible resist grace personified incarnate beau ideal wildest enthusiastic visions,EAP
id18254,When saw rear house half open say stood right angles wall,EAP
id00572,Be happy dear Victor replied Elizabeth I hope nothing distress assured lively joy painted face heart contented,MWS
id14193,He seemed cherish mild grief softer emotions although sad relief despair He contrived many ways nurse melancholy antidote wilder passion,MWS
id25584,The attachment led ill fated marriage I offspring,MWS
id23796,What sea tide passion whose fountains nature Our virtues quick sands shew calm low water let waves arise winds buffet poor devil whose hope durability finds sink,MWS
