,text,author
2474,"But, as if possessed of magic powers, the monster had blinded me to his real intentions; and when I thought that I had prepared only my own death, I hastened that of a far dearer victim.",MWS
2475,"As the period fixed for our marriage drew nearer, whether from cowardice or a prophetic feeling, I felt my heart sink within me.",MWS
2476,"But I concealed my feelings by an appearance of hilarity that brought smiles and joy to the countenance of my father, but hardly deceived the ever-watchful and nicer eye of Elizabeth.",MWS
2477,"She looked forward to our union with placid contentment, not unmingled with a little fear, which past misfortunes had impressed, that what now appeared certain and tangible happiness might soon dissipate into an airy dream and leave no trace but deep and everlasting regret.",MWS
2478,"Preparations were made for the event, congratulatory visits were received, and all wore a smiling appearance.",MWS
2479,"I shut up, as well as I could, in my own heart the anxiety that preyed there and entered with seeming earnestness into the plans of my father, although they might only serve as the decorations of my tragedy.",MWS
2480,Through my father’s exertions a part of the inheritance of Elizabeth had been restored to her by the Austrian government.,MWS
2481,A small possession on the shores of Como belonged to her.,MWS
2482,"It was agreed that, immediately after our union, we should proceed to Villa Lavenza and spend our first days of happiness beside the beautiful lake near which it stood.",MWS
2483,In the meantime I took every precaution to defend my person in case the fiend should openly attack me.,MWS
2484,"I carried pistols and a dagger constantly about me and was ever on the watch to prevent artifice, and by these means gained a greater degree of tranquillity.",MWS
2485,"Indeed, as the period approached, the threat appeared more as a delusion, not to be regarded as worthy to disturb my peace, while the happiness I hoped for in my marriage wore a greater appearance of certainty as the day fixed for its solemnisation drew nearer and I heard it continually spoken of as an occurrence which no accident could possibly prevent.",MWS
2486,Elizabeth seemed happy; my tranquil demeanour contributed greatly to calm her mind.,MWS
2487,"But on the day that was to fulfil my wishes and my destiny, she was melancholy, and a presentiment of evil pervaded her; and perhaps also she thought of the dreadful secret which I had promised to reveal to her on the following day.",MWS
2488,"My father was in the meantime overjoyed, and, in the bustle of preparation, only recognised in the melancholy of his niece the diffidence of a bride.",MWS
2489,"After the ceremony was performed a large party assembled at my father’s, but it was agreed that Elizabeth and I should commence our journey by water, sleeping that night at Evian and continuing our voyage on the following day.",MWS
2490,"The day was fair, the wind favourable; all smiled on our nuptial embarkation.",MWS
2491,Those were the last moments of my life during which I enjoyed the feeling of happiness.,MWS
2492,"We passed rapidly along; the sun was hot, but we were sheltered from its rays by a kind of canopy while we enjoyed the beauty of the scene, sometimes on one side of the lake, where we saw Mont Salêve, the pleasant banks of Montalègre, and at a distance, surmounting all, the beautiful Mont Blanc, and the assemblage of snowy mountains that in vain endeavour to emulate her; sometimes coasting the opposite banks, we saw the mighty Jura opposing its dark side to the ambition that would quit its native country, and an almost insurmountable barrier to the invader who should wish to enslave it.",MWS
2493,I took the hand of Elizabeth.,MWS
2494,"“You are sorrowful, my love.",MWS
2495,"If you knew what I have suffered and what I may yet endure, you would endeavour to let me taste the quiet and freedom from despair that this one day at least permits me to enjoy.”  “Be happy, my dear Victor,” replied Elizabeth; “there is, I hope, nothing to distress you; and be assured that if a lively joy is not painted in my face, my heart is contented.",MWS
2496,"Something whispers to me not to depend too much on the prospect that is opened before us, but I will not listen to such a sinister voice.",MWS
2497,"Observe how fast we move along and how the clouds, which sometimes obscure and sometimes rise above the dome of Mont Blanc, render this scene of beauty still more interesting.",MWS
2498,"Look also at the innumerable fish that are swimming in the clear waters, where we can distinguish every pebble that lies at the bottom.",MWS
2499,What a divine day!,MWS
2500,How happy and serene all nature appears!”  Thus Elizabeth endeavoured to divert her thoughts and mine from all reflection upon melancholy subjects.,MWS
2501,"But her temper was fluctuating; joy for a few instants shone in her eyes, but it continually gave place to distraction and reverie.",MWS
2502,The sun sank lower in the heavens; we passed the river Drance and observed its path through the chasms of the higher and the glens of the lower hills.,MWS
2503,"The Alps here come closer to the lake, and we approached the amphitheatre of mountains which forms its eastern boundary.",MWS
2504,The spire of Evian shone under the woods that surrounded it and the range of mountain above mountain by which it was overhung.,MWS
2505,"The wind, which had hitherto carried us along with amazing rapidity, sank at sunset to a light breeze; the soft air just ruffled the water and caused a pleasant motion among the trees as we approached the shore, from which it wafted the most delightful scent of flowers and hay.",MWS
2506,"The sun sank beneath the horizon as we landed, and as I touched the shore I felt those cares and fears revive which soon were to clasp me and cling to me for ever.",MWS
2507,"Chapter 23  It was eight o’clock when we landed; we walked for a short time on the shore, enjoying the transitory light, and then retired to the inn and contemplated the lovely scene of waters, woods, and mountains, obscured in darkness, yet still displaying their black outlines.",MWS
2508,"The wind, which had fallen in the south, now rose with great violence in the west.",MWS
2509,"The moon had reached her summit in the heavens and was beginning to descend; the clouds swept across it swifter than the flight of the vulture and dimmed her rays, while the lake reflected the scene of the busy heavens, rendered still busier by the restless waves that were beginning to rise.",MWS
2510,Suddenly a heavy storm of rain descended.,MWS
2511,"I had been calm during the day, but so soon as night obscured the shapes of objects, a thousand fears arose in my mind.",MWS
2512,"I was anxious and watchful, while my right hand grasped a pistol which was hidden in my bosom; every sound terrified me, but I resolved that I would sell my life dearly and not shrink from the conflict until my own life or that of my adversary was extinguished.",MWS
2513,"Elizabeth observed my agitation for some time in timid and fearful silence, but there was something in my glance which communicated terror to her, and trembling, she asked, “What is it that agitates you, my dear Victor?",MWS
2514,What is it you fear?”  “Oh!,MWS
2515,"Peace, peace, my love,” replied I; “this night, and all will be safe; but this night is dreadful, very dreadful.”  I passed an hour in this state of mind, when suddenly I reflected how fearful the combat which I momentarily expected would be to my wife, and I earnestly entreated her to retire, resolving not to join her until I had obtained some knowledge as to the situation of my enemy.",MWS
2516,"She left me, and I continued some time walking up and down the passages of the house and inspecting every corner that might afford a retreat to my adversary.",MWS
2517,But I discovered no trace of him and was beginning to conjecture that some fortunate chance had intervened to prevent the execution of his menaces when suddenly I heard a shrill and dreadful scream.,MWS
2518,It came from the room into which Elizabeth had retired.,MWS
2519,"As I heard it, the whole truth rushed into my mind, my arms dropped, the motion of every muscle and fibre was suspended; I could feel the blood trickling in my veins and tingling in the extremities of my limbs.",MWS
2520,"This state lasted but for an instant; the scream was repeated, and I rushed into the room.",MWS
2521,Why did I not then expire!,MWS
2522,Why am I here to relate the destruction of the best hope and the purest creature on earth?,MWS
2523,"She was there, lifeless and inanimate, thrown across the bed, her head hanging down and her pale and distorted features half covered by her hair.",MWS
2524,Everywhere I turn I see the same figure—her bloodless arms and relaxed form flung by the murderer on its bridal bier.,MWS
2525,Could I behold this and live?,MWS
2526,Life is obstinate and clings closest where it is most hated.,MWS
2527,For a moment only did I lose recollection; I fell senseless on the ground.,MWS
2528,"When I recovered I found myself surrounded by the people of the inn; their countenances expressed a breathless terror, but the horror of others appeared only as a mockery, a shadow of the feelings that oppressed me.",MWS
2529,"I escaped from them to the room where lay the body of Elizabeth, my love, my wife, so lately living, so dear, so worthy.",MWS
2530,"She had been moved from the posture in which I had first beheld her, and now, as she lay, her head upon her arm and a handkerchief thrown across her face and neck, I might have supposed her asleep.",MWS
2531,"I rushed towards her and embraced her with ardour, but the deadly languor and coldness of the limbs told me that what I now held in my arms had ceased to be the Elizabeth whom I had loved and cherished.",MWS
2532,"The murderous mark of the fiend’s grasp was on her neck, and the breath had ceased to issue from her lips.",MWS
2533,"While I still hung over her in the agony of despair, I happened to look up.",MWS
2534,"The windows of the room had before been darkened, and I felt a kind of panic on seeing the pale yellow light of the moon illuminate the chamber.",MWS
2535,"The shutters had been thrown back, and with a sensation of horror not to be described, I saw at the open window a figure the most hideous and abhorred.",MWS
2536,"A grin was on the face of the monster; he seemed to jeer, as with his fiendish finger he pointed towards the corpse of my wife.",MWS
2537,"I rushed towards the window, and drawing a pistol from my bosom, fired; but he eluded me, leaped from his station, and running with the swiftness of lightning, plunged into the lake.",MWS
2538,The report of the pistol brought a crowd into the room.,MWS
2539,"I pointed to the spot where he had disappeared, and we followed the track with boats; nets were cast, but in vain.",MWS
2540,"After passing several hours, we returned hopeless, most of my companions believing it to have been a form conjured up by my fancy.",MWS
2541,"After having landed, they proceeded to search the country, parties going in different directions among the woods and vines.",MWS
2542,"I attempted to accompany them and proceeded a short distance from the house, but my head whirled round, my steps were like those of a drunken man, I fell at last in a state of utter exhaustion; a film covered my eyes, and my skin was parched with the heat of fever.",MWS
2543,"In this state I was carried back and placed on a bed, hardly conscious of what had happened; my eyes wandered round the room as if to seek something that I had lost.",MWS
2544,"After an interval I arose, and as if by instinct, crawled into the room where the corpse of my beloved lay.",MWS
2545,"There were women weeping around; I hung over it and joined my sad tears to theirs; all this time no distinct idea presented itself to my mind, but my thoughts rambled to various subjects, reflecting confusedly on my misfortunes and their cause.",MWS
2546,"I was bewildered, in a cloud of wonder and horror.",MWS
2547,"The death of William, the execution of Justine, the murder of Clerval, and lastly of my wife; even at that moment I knew not that my only remaining friends were safe from the malignity of the fiend; my father even now might be writhing under his grasp, and Ernest might be dead at his feet.",MWS
2548,This idea made me shudder and recalled me to action.,MWS
2549,I started up and resolved to return to Geneva with all possible speed.,MWS
2550,"There were no horses to be procured, and I must return by the lake; but the wind was unfavourable, and the rain fell in torrents.",MWS
2551,"However, it was hardly morning, and I might reasonably hope to arrive by night.",MWS
2552,"I hired men to row and took an oar myself, for I had always experienced relief from mental torment in bodily exercise.",MWS
2553,"But the overflowing misery I now felt, and the excess of agitation that I endured rendered me incapable of any exertion.",MWS
2554,"I threw down the oar, and leaning my head upon my hands, gave way to every gloomy idea that arose.",MWS
2555,"If I looked up, I saw scenes which were familiar to me in my happier time and which I had contemplated but the day before in the company of her who was now but a shadow and a recollection.",MWS
2556,Tears streamed from my eyes.,MWS
2557,"The rain had ceased for a moment, and I saw the fish play in the waters as they had done a few hours before; they had then been observed by Elizabeth.",MWS
2558,Nothing is so painful to the human mind as a great and sudden change.,MWS
2559,"The sun might shine or the clouds might lower, but nothing could appear to me as it had done the day before.",MWS
2560,A fiend had snatched from me every hope of future happiness; no creature had ever been so miserable as I was; so frightful an event is single in the history of man.,MWS
2561,But why should I dwell upon the incidents that followed this last overwhelming event?,MWS
2562,"Mine has been a tale of horrors; I have reached their _acme_, and what I must now relate can but be tedious to you.",MWS
2563,"Know that, one by one, my friends were snatched away; I was left desolate.",MWS
2564,"My own strength is exhausted, and I must tell, in a few words, what remains of my hideous narration.",MWS
2565,I arrived at Geneva.,MWS
2566,"My father and Ernest yet lived, but the former sunk under the tidings that I bore.",MWS
2567,"I see him now, excellent and venerable old man!",MWS
2568,"His eyes wandered in vacancy, for they had lost their charm and their delight—his Elizabeth, his more than daughter, whom he doted on with all that affection which a man feels, who in the decline of life, having few affections, clings more earnestly to those that remain.",MWS
2569,"Cursed, cursed be the fiend that brought misery on his grey hairs and doomed him to waste in wretchedness!",MWS
2570,"He could not live under the horrors that were accumulated around him; the springs of existence suddenly gave way; he was unable to rise from his bed, and in a few days he died in my arms.",MWS
2571,What then became of me?,MWS
2572,"I know not; I lost sensation, and chains and darkness were the only objects that pressed upon me.",MWS
2573,"Sometimes, indeed, I dreamt that I wandered in flowery meadows and pleasant vales with the friends of my youth, but I awoke and found myself in a dungeon.",MWS
2574,"Melancholy followed, but by degrees I gained a clear conception of my miseries and situation and was then released from my prison.",MWS
2575,"For they had called me mad, and during many months, as I understood, a solitary cell had been my habitation.",MWS
2576,"Liberty, however, had been a useless gift to me, had I not, as I awakened to reason, at the same time awakened to revenge.",MWS
2577,"As the memory of past misfortunes pressed upon me, I began to reflect on their cause—the monster whom I had created, the miserable dæmon whom I had sent abroad into the world for my destruction.",MWS
2578,"I was possessed by a maddening rage when I thought of him, and desired and ardently prayed that I might have him within my grasp to wreak a great and signal revenge on his cursed head.",MWS
2579,"Nor did my hate long confine itself to useless wishes; I began to reflect on the best means of securing him; and for this purpose, about a month after my release, I repaired to a criminal judge in the town and told him that I had an accusation to make, that I knew the destroyer of my family, and that I required him to exert his whole authority for the apprehension of the murderer.",MWS
2580,The magistrate listened to me with attention and kindness.,MWS
2581,"“Be assured, sir,” said he, “no pains or exertions on my part shall be spared to discover the villain.”  “I thank you,” replied I; “listen, therefore, to the deposition that I have to make.",MWS
2582,"It is indeed a tale so strange that I should fear you would not credit it were there not something in truth which, however wonderful, forces conviction.",MWS
2583,"The story is too connected to be mistaken for a dream, and I have no motive for falsehood.” My manner as I thus addressed him was impressive but calm; I had formed in my own heart a resolution to pursue my destroyer to death, and this purpose quieted my agony and for an interval reconciled me to life.",MWS
2584,"I now related my history briefly but with firmness and precision, marking the dates with accuracy and never deviating into invective or exclamation.",MWS
2585,"The magistrate appeared at first perfectly incredulous, but as I continued he became more attentive and interested; I saw him sometimes shudder with horror; at others a lively surprise, unmingled with disbelief, was painted on his countenance.",MWS
2586,"When I had concluded my narration, I said, “This is the being whom I accuse and for whose seizure and punishment I call upon you to exert your whole power.",MWS
2587,"It is your duty as a magistrate, and I believe and hope that your feelings as a man will not revolt from the execution of those functions on this occasion.”  This address caused a considerable change in the physiognomy of my own auditor.",MWS
2588,"He had heard my story with that half kind of belief that is given to a tale of spirits and supernatural events; but when he was called upon to act officially in consequence, the whole tide of his incredulity returned.",MWS
2589,"He, however, answered mildly, “I would willingly afford you every aid in your pursuit, but the creature of whom you speak appears to have powers which would put all my exertions to defiance.",MWS
2590,Who can follow an animal which can traverse the sea of ice and inhabit caves and dens where no man would venture to intrude?,MWS
2591,"Besides, some months have elapsed since the commission of his crimes, and no one can conjecture to what place he has wandered or what region he may now inhabit.”  “I do not doubt that he hovers near the spot which I inhabit, and if he has indeed taken refuge in the Alps, he may be hunted like the chamois and destroyed as a beast of prey.",MWS
2592,"But I perceive your thoughts; you do not credit my narrative and do not intend to pursue my enemy with the punishment which is his desert.”  As I spoke, rage sparkled in my eyes; the magistrate was intimidated.",MWS
2593,"“You are mistaken,” said he.",MWS
2594,"“I will exert myself, and if it is in my power to seize the monster, be assured that he shall suffer punishment proportionate to his crimes.",MWS
2595,"But I fear, from what you have yourself described to be his properties, that this will prove impracticable; and thus, while every proper measure is pursued, you should make up your mind to disappointment.”  “That cannot be; but all that I can say will be of little avail.",MWS
2596,"My revenge is of no moment to you; yet, while I allow it to be a vice, I confess that it is the devouring and only passion of my soul.",MWS
2597,"My rage is unspeakable when I reflect that the murderer, whom I have turned loose upon society, still exists.",MWS
2598,"You refuse my just demand; I have but one resource, and I devote myself, either in my life or death, to his destruction.”  I trembled with excess of agitation as I said this; there was a frenzy in my manner, and something, I doubt not, of that haughty fierceness which the martyrs of old are said to have possessed.",MWS
2599,"But to a Genevan magistrate, whose mind was occupied by far other ideas than those of devotion and heroism, this elevation of mind had much the appearance of madness.",MWS
2600,He endeavoured to soothe me as a nurse does a child and reverted to my tale as the effects of delirium.,MWS
2601,"“Man,” I cried, “how ignorant art thou in thy pride of wisdom!",MWS
2602,Cease; you know not what it is you say.”  I broke from the house angry and disturbed and retired to meditate on some other mode of action.,MWS
2603,Chapter 24  My present situation was one in which all voluntary thought was swallowed up and lost.,MWS
2604,I was hurried away by fury; revenge alone endowed me with strength and composure; it moulded my feelings and allowed me to be calculating and calm at periods when otherwise delirium or death would have been my portion.,MWS
2605,"My first resolution was to quit Geneva for ever; my country, which, when I was happy and beloved, was dear to me, now, in my adversity, became hateful.",MWS
2606,"I provided myself with a sum of money, together with a few jewels which had belonged to my mother, and departed.",MWS
2607,And now my wanderings began which are to cease but with life.,MWS
2608,I have traversed a vast portion of the earth and have endured all the hardships which travellers in deserts and barbarous countries are wont to meet.,MWS
2609,How I have lived I hardly know; many times have I stretched my failing limbs upon the sandy plain and prayed for death.,MWS
2610,But revenge kept me alive; I dared not die and leave my adversary in being.,MWS
2611,When I quitted Geneva my first labour was to gain some clue by which I might trace the steps of my fiendish enemy.,MWS
2612,"But my plan was unsettled, and I wandered many hours round the confines of the town, uncertain what path I should pursue.",MWS
2613,"As night approached I found myself at the entrance of the cemetery where William, Elizabeth, and my father reposed.",MWS
2614,I entered it and approached the tomb which marked their graves.,MWS
2615,"Everything was silent except the leaves of the trees, which were gently agitated by the wind; the night was nearly dark, and the scene would have been solemn and affecting even to an uninterested observer.",MWS
2616,"The spirits of the departed seemed to flit around and to cast a shadow, which was felt but not seen, around the head of the mourner.",MWS
2617,The deep grief which this scene had at first excited quickly gave way to rage and despair.,MWS
2618,"They were dead, and I lived; their murderer also lived, and to destroy him I must drag out my weary existence.",MWS
2619,"I knelt on the grass and kissed the earth and with quivering lips exclaimed, “By the sacred earth on which I kneel, by the shades that wander near me, by the deep and eternal grief that I feel, I swear; and by thee, O Night, and the spirits that preside over thee, to pursue the dæmon who caused this misery, until he or I shall perish in mortal conflict.",MWS
2620,"For this purpose I will preserve my life; to execute this dear revenge will I again behold the sun and tread the green herbage of earth, which otherwise should vanish from my eyes for ever.",MWS
2621,"And I call on you, spirits of the dead, and on you, wandering ministers of vengeance, to aid and conduct me in my work.",MWS
2622,"Let the cursed and hellish monster drink deep of agony; let him feel the despair that now torments me.”  I had begun my adjuration with solemnity and an awe which almost assured me that the shades of my murdered friends heard and approved my devotion, but the furies possessed me as I concluded, and rage choked my utterance.",MWS
2623,I was answered through the stillness of night by a loud and fiendish laugh.,MWS
2624,"It rang on my ears long and heavily; the mountains re-echoed it, and I felt as if all hell surrounded me with mockery and laughter.",MWS
2625,Surely in that moment I should have been possessed by frenzy and have destroyed my miserable existence but that my vow was heard and that I was reserved for vengeance.,MWS
2626,"The laughter died away, when a well-known and abhorred voice, apparently close to my ear, addressed me in an audible whisper, “I am satisfied, miserable wretch!",MWS
2627,"You have determined to live, and I am satisfied.”  I darted towards the spot from which the sound proceeded, but the devil eluded my grasp.",MWS
2628,Suddenly the broad disk of the moon arose and shone full upon his ghastly and distorted shape as he fled with more than mortal speed.,MWS
2629,"I pursued him, and for many months this has been my task.",MWS
2630,"Guided by a slight clue, I followed the windings of the Rhone, but vainly.",MWS
2631,"The blue Mediterranean appeared, and by a strange chance, I saw the fiend enter by night and hide himself in a vessel bound for the Black Sea.",MWS
2632,"I took my passage in the same ship, but he escaped, I know not how.",MWS
2633,"Amidst the wilds of Tartary and Russia, although he still evaded me, I have ever followed in his track.",MWS
2634,"Sometimes the peasants, scared by this horrid apparition, informed me of his path; sometimes he himself, who feared that if I lost all trace of him I should despair and die, left some mark to guide me.",MWS
2635,"The snows descended on my head, and I saw the print of his huge step on the white plain.",MWS
2636,"To you first entering on life, to whom care is new and agony unknown, how can you understand what I have felt and still feel?",MWS
2637,"Cold, want, and fatigue were the least pains which I was destined to endure; I was cursed by some devil and carried about with me my eternal hell; yet still a spirit of good followed and directed my steps and when I most murmured would suddenly extricate me from seemingly insurmountable difficulties.",MWS
2638,"Sometimes, when nature, overcome by hunger, sank under the exhaustion, a repast was prepared for me in the desert that restored and inspirited me.",MWS
2639,"The fare was, indeed, coarse, such as the peasants of the country ate, but I will not doubt that it was set there by the spirits that I had invoked to aid me.",MWS
2640,"Often, when all was dry, the heavens cloudless, and I was parched by thirst, a slight cloud would bedim the sky, shed the few drops that revived me, and vanish.",MWS
2641,"I followed, when I could, the courses of the rivers; but the dæmon generally avoided these, as it was here that the population of the country chiefly collected.",MWS
2642,"In other places human beings were seldom seen, and I generally subsisted on the wild animals that crossed my path.",MWS
2643,"I had money with me and gained the friendship of the villagers by distributing it; or I brought with me some food that I had killed, which, after taking a small part, I always presented to those who had provided me with fire and utensils for cooking.",MWS
2644,"My life, as it passed thus, was indeed hateful to me, and it was during sleep alone that I could taste joy.",MWS
2645,"Often, when most miserable, I sank to repose, and my dreams lulled me even to rapture.",MWS
2646,"The spirits that guarded me had provided these moments, or rather hours, of happiness that I might retain strength to fulfil my pilgrimage.",MWS
2647,"Deprived of this respite, I should have sunk under my hardships.",MWS
2648,"During the day I was sustained and inspirited by the hope of night, for in sleep I saw my friends, my wife, and my beloved country; again I saw the benevolent countenance of my father, heard the silver tones of my Elizabeth’s voice, and beheld Clerval enjoying health and youth.",MWS
2649,"Often, when wearied by a toilsome march, I persuaded myself that I was dreaming until night should come and that I should then enjoy reality in the arms of my dearest friends.",MWS
2650,What agonising fondness did I feel for them!,MWS
2651,"How did I cling to their dear forms, as sometimes they haunted even my waking hours, and persuade myself that they still lived!",MWS
2652,"At such moments vengeance, that burned within me, died in my heart, and I pursued my path towards the destruction of the dæmon more as a task enjoined by heaven, as the mechanical impulse of some power of which I was unconscious, than as the ardent desire of my soul.",MWS
2653,What his feelings were whom I pursued I cannot know.,MWS
2654,"Sometimes, indeed, he left marks in writing on the barks of the trees or cut in stone that guided me and instigated my fury.",MWS
2655,"“My reign is not yet over”—these words were legible in one of these inscriptions—“you live, and my power is complete.",MWS
2656,"Follow me; I seek the everlasting ices of the north, where you will feel the misery of cold and frost, to which I am impassive.",MWS
2657,"You will find near this place, if you follow not too tardily, a dead hare; eat and be refreshed.",MWS
2658,"Come on, my enemy; we have yet to wrestle for our lives, but many hard and miserable hours must you endure until that period shall arrive.”  Scoffing devil!",MWS
2659,"Again do I vow vengeance; again do I devote thee, miserable fiend, to torture and death.",MWS
2660,"Never will I give up my search until he or I perish; and then with what ecstasy shall I join my Elizabeth and my departed friends, who even now prepare for me the reward of my tedious toil and horrible pilgrimage!",MWS
2661,"As I still pursued my journey to the northward, the snows thickened and the cold increased in a degree almost too severe to support.",MWS
2662,"The peasants were shut up in their hovels, and only a few of the most hardy ventured forth to seize the animals whom starvation had forced from their hiding-places to seek for prey.",MWS
2663,"The rivers were covered with ice, and no fish could be procured; and thus I was cut off from my chief article of maintenance.",MWS
2664,The triumph of my enemy increased with the difficulty of my labours.,MWS
2665,One inscription that he left was in these words: “Prepare!,MWS
2666,"Your toils only begin; wrap yourself in furs and provide food, for we shall soon enter upon a journey where your sufferings will satisfy my everlasting hatred.”  My courage and perseverance were invigorated by these scoffing words; I resolved not to fail in my purpose, and calling on Heaven to support me, I continued with unabated fervour to traverse immense deserts, until the ocean appeared at a distance and formed the utmost boundary of the horizon.",MWS
2667,How unlike it was to the blue seasons of the south!,MWS
2668,"Covered with ice, it was only to be distinguished from land by its superior wildness and ruggedness.",MWS
2669,"The Greeks wept for joy when they beheld the Mediterranean from the hills of Asia, and hailed with rapture the boundary of their toils.",MWS
2670,"I did not weep, but I knelt down and with a full heart thanked my guiding spirit for conducting me in safety to the place where I hoped, notwithstanding my adversary’s gibe, to meet and grapple with him.",MWS
2671,Some weeks before this period I had procured a sledge and dogs and thus traversed the snows with inconceivable speed.,MWS
2672,"I know not whether the fiend possessed the same advantages, but I found that, as before I had daily lost ground in the pursuit, I now gained on him, so much so that when I first saw the ocean he was but one day’s journey in advance, and I hoped to intercept him before he should reach the beach.",MWS
2673,"With new courage, therefore, I pressed on, and in two days arrived at a wretched hamlet on the seashore.",MWS
2674,I inquired of the inhabitants concerning the fiend and gained accurate information.,MWS
2675,"A gigantic monster, they said, had arrived the night before, armed with a gun and many pistols, putting to flight the inhabitants of a solitary cottage through fear of his terrific appearance.",MWS
2676,"He had carried off their store of winter food, and placing it in a sledge, to draw which he had seized on a numerous drove of trained dogs, he had harnessed them, and the same night, to the joy of the horror-struck villagers, had pursued his journey across the sea in a direction that led to no land; and they conjectured that he must speedily be destroyed by the breaking of the ice or frozen by the eternal  frosts.",MWS
2677,On hearing this information I suffered a temporary access of despair.,MWS
2678,"He had escaped me, and I must commence a destructive and almost endless journey across the mountainous ices of the ocean, amidst cold that few of the inhabitants could long endure and which I, the native of a genial and sunny climate, could not hope to survive.",MWS
2679,"Yet at the idea that the fiend should live and be triumphant, my rage and vengeance returned, and like a mighty tide, overwhelmed every other feeling.",MWS
2680,"After a slight repose, during which the spirits of the dead hovered round and instigated me to toil and revenge, I prepared for my journey.",MWS
2681,"I exchanged my land-sledge for one fashioned for the inequalities of the Frozen Ocean, and purchasing a plentiful stock of provisions, I departed from land.",MWS
2682,"I cannot guess how many days have passed since then, but I have endured misery which nothing but the eternal sentiment of a just retribution burning within my heart could have enabled me to support.",MWS
2683,"Immense and rugged mountains of ice often barred up my passage, and I often heard the thunder of the ground sea, which threatened my destruction.",MWS
2684,But again the frost came and made the paths of the sea secure.,MWS
2685,"By the quantity of provision which I had consumed, I should guess that I had passed three weeks in this journey; and the continual protraction of hope, returning back upon the heart, often wrung bitter drops of despondency and grief from my eyes.",MWS
2686,"Despair had indeed almost secured her prey, and I should soon have sunk beneath this misery.",MWS
2687,"Once, after the poor animals that conveyed me had with incredible toil gained the summit of a sloping ice mountain, and one, sinking under his fatigue, died, I viewed the expanse before me with anguish, when suddenly my eye caught a dark speck upon the dusky plain.",MWS
2688,I strained my sight to discover what it could be and uttered a wild cry of ecstasy when I distinguished a sledge and the distorted proportions of a well-known form within.,MWS
2689,With what a burning gush did hope revisit my heart!,MWS
2690,"Warm tears filled my eyes, which I hastily wiped away, that they might not intercept the view I had of the dæmon; but still my sight was dimmed by the burning drops, until, giving way to the emotions that oppressed me, I wept aloud.",MWS
2691,"But this was not the time for delay; I disencumbered the dogs of their dead companion, gave them a plentiful portion of food, and after an hour’s rest, which was absolutely necessary, and yet which was bitterly irksome to me, I continued my route.",MWS
2692,"The sledge was still visible, nor did I again lose sight of it except at the moments when for a short time some ice-rock concealed it with its intervening crags.",MWS
2693,"I indeed perceptibly gained on it, and when, after nearly two days’ journey, I beheld my enemy at no more than a mile distant, my heart bounded within me.",MWS
2694,"But now, when I appeared almost within grasp of my foe, my hopes were suddenly extinguished, and I lost all trace of him more utterly than I had ever done before.",MWS
2695,"A ground sea was heard; the thunder of its progress, as the waters rolled and swelled beneath me, became every moment more ominous and terrific.",MWS
2696,"I pressed on, but in vain.",MWS
2697,"The wind arose; the sea roared; and, as with the mighty shock of an earthquake, it split and cracked with a tremendous and overwhelming sound.",MWS
2698,"The work was soon finished; in a few minutes a tumultuous sea rolled between me and my enemy, and I was left drifting on a scattered piece of ice that was continually lessening and thus preparing for me a hideous death.",MWS
2699,"In this manner many appalling hours passed; several of my dogs died, and I myself was about to sink under the accumulation of distress when I saw your vessel riding at anchor and holding forth to me hopes of succour and life.",MWS
2700,I had no conception that vessels ever came so far north and was astounded at the sight.,MWS
2701,"I quickly destroyed part of my sledge to construct oars, and by these means was enabled, with infinite fatigue, to move my ice raft in the direction of your ship.",MWS
2702,"I had determined, if you were going southwards, still to trust myself to the mercy of the seas rather than abandon my purpose.",MWS
2703,I hoped to induce you to grant me a boat with which I could pursue my enemy.,MWS
2704,But your direction was northwards.,MWS
2705,"You took me on board when my vigour was exhausted, and I should soon have sunk under my multiplied hardships into a death which I still dread, for my task is unfulfilled.",MWS
2706,"When will my guiding spirit, in conducting me to the dæmon, allow me the rest I so much desire; or must I die, and he yet live?",MWS
2707,"If I do, swear to me, Walton, that he shall not escape, that you will seek him and satisfy my vengeance in his death.",MWS
2708,"And do I dare to ask of you to undertake my pilgrimage, to endure the hardships that I have undergone?",MWS
2709,No; I am not so selfish.,MWS
2710,"Yet, when I am dead, if he should appear, if the ministers of vengeance should conduct him to you, swear that he shall not live—swear that he shall not triumph over my accumulated woes and survive to add to the list of his dark crimes.",MWS
2711,"He is eloquent and persuasive, and once his words had even power over my heart; but trust him not.",MWS
2712,"His soul is as hellish as his form, full of treachery and fiend-like malice.",MWS
2713,"Hear him not; call on the names of William, Justine, Clerval, Elizabeth, my father, and of the wretched Victor, and thrust your sword into his heart.",MWS
2714,I will hover near and direct the steel aright.,MWS
2715,"Walton, _in continuation._   August 26th, 17—.",MWS
2716,"You have read this strange and terrific story, Margaret; and do you not feel your blood congeal with horror, like that which even now curdles mine?",MWS
2717,"Sometimes, seized with sudden agony, he could not continue his tale; at others, his voice broken, yet piercing, uttered with difficulty the words so replete with anguish.",MWS
2718,"His fine and lovely eyes were now lighted up with indignation, now subdued to downcast sorrow and quenched in infinite wretchedness.",MWS
2719,"Sometimes he commanded his countenance and tones and related the most horrible incidents with a tranquil voice, suppressing every mark of agitation; then, like a volcano bursting forth, his face would suddenly change to an expression of the wildest rage as he shrieked out imprecations on his persecutor.",MWS
